order_id,order_number,customer_id,store_id,order_date,status_id,payment_mode_id,channel_id,total_amount,discount_amount,net_amount,is_return,created_at
11929,TXN00011929,10408,284,2025-06-23 00:00:00,3,2,1,189.76,6.56,189.76,0,2026-05-30 01:02:27
11930,TXN00011930,7930,255,2025-03-23 00:00:00,3,1,1,702.44,22.78,702.44,0,2026-05-30 01:02:27
11931,TXN00011931,2033,62,2024-10-27 00:00:00,3,2,1,422.88,14.04,422.88,0,2026-05-30 01:02:27
11932,TXN00011932,5727,500,2024-02-18 00:00:00,3,4,1,39.70,9.30,39.70,0,2026-05-30 01:02:27
11933,TXN00011933,8359,129,2025-05-17 00:00:00,3,3,1,305.92,7.04,305.92,0,2026-05-30 01:02:27
11934,TXN00011934,331,359,2024-02-15 00:00:00,3,3,1,29.95,0.05,29.95,0,2026-05-30 01:02:27
11935,TXN00011935,10151,73,2024-02-14 00:00:00,3,3,1,862.68,2.44,862.68,0,2026-05-30 01:02:27
11936,TXN00011936,14500,49,2025-10-12 00:00:00,3,3,1,401.10,10.30,401.10,0,2026-05-30 01:02:27
11937,TXN00011937,8728,52,2025-06-01 00:00:00,3,6,1,309.06,30.94,309.06,0,2026-05-30 01:02:27
11938,TXN00011938,6295,30,2024-07-13 00:00:00,3,2,1,533.65,27.27,533.65,0,2026-05-30 01:02:27
11939,TXN00011939,10154,431,2025-05-03 00:00:00,3,3,1,2267.65,111.47,2267.65,0,2026-05-30 01:02:27
11940,TXN00011940,3317,55,2025-06-16 00:00:00,3,4,1,152.84,0.79,152.84,0,2026-05-30 01:02:27
11941,TXN00011941,916,402,2025-11-26 00:00:00,3,5,1,148.65,1.35,148.65,0,2026-05-30 01:02:27
11942,TXN00011942,15041,385,2024-03-28 00:00:00,3,6,1,859.76,40.06,859.76,0,2026-05-30 01:02:27
11943,TXN00011943,10718,83,2025-12-05 00:00:00,3,6,1,125.61,7.13,125.61,0,2026-05-30 01:02:27
11944,TXN00011944,98,326,2024-03-07 00:00:00,3,5,1,155.72,14.28,155.72,0,2026-05-30 01:02:27
11945,TXN00011945,12467,417,2024-01-30 00:00:00,3,5,1,427.44,41.28,427.44,0,2026-05-30 01:02:27
11946,TXN00011946,17422,43,2025-01-27 00:00:00,3,1,1,312.06,9.98,312.06,0,2026-05-30 01:02:27
11947,TXN00011947,13223,337,2025-09-23 00:00:00,3,3,1,165.10,4.90,165.10,0,2026-05-30 01:02:27
11948,TXN00011948,10788,307,2025-01-25 00:00:00,3,3,1,858.80,5.30,858.80,0,2026-05-30 01:02:27
11949,TXN00011949,9069,25,2025-11-25 00:00:00,3,2,1,77.72,0.57,77.72,0,2026-05-30 01:02:27
11950,TXN00011950,16800,238,2025-09-05 00:00:00,3,6,1,225.02,6.49,225.02,0,2026-05-30 01:02:27
11951,TXN00011951,7694,211,2024-06-15 00:00:00,3,2,1,468.56,10.44,468.56,0,2026-05-30 01:02:27
11952,TXN00011952,7936,382,2025-09-25 00:00:00,3,5,1,92.08,0.98,92.08,0,2026-05-30 01:02:27
11953,TXN00011953,11368,472,2024-08-04 00:00:00,3,2,1,57.71,1.29,57.71,0,2026-05-30 01:02:27
11954,TXN00011954,16189,55,2024-09-08 00:00:00,3,2,1,890.52,67.37,890.52,0,2026-05-30 01:02:27
11955,TXN00011955,16035,157,2024-03-08 00:00:00,3,5,1,68.80,1.24,68.80,0,2026-05-30 01:02:27
11956,TXN00011956,10387,423,2024-03-18 00:00:00,3,2,1,112.68,2.44,112.68,0,2026-05-30 01:02:27
11957,TXN00011957,5785,421,2024-12-13 00:00:00,3,5,1,134.58,7.71,134.58,0,2026-05-30 01:02:27
11958,TXN00011958,12599,166,2025-09-04 00:00:00,3,5,1,225.50,2.25,225.50,0,2026-05-30 01:02:27
11959,TXN00011959,2231,131,2025-12-29 00:00:00,3,2,1,193.02,4.66,193.02,0,2026-05-30 01:02:27
11960,TXN00011960,17522,489,2025-01-07 00:00:00,3,2,1,162.00,14.00,162.00,0,2026-05-30 01:02:27
11961,TXN00011961,11529,287,2024-11-24 00:00:00,3,3,1,5726.95,23.61,5726.95,0,2026-05-30 01:02:27
11962,TXN00011962,14536,46,2025-09-22 00:00:00,3,6,1,327.40,8.15,327.40,0,2026-05-30 01:02:27
11963,TXN00011963,14217,79,2024-07-12 00:00:00,3,2,1,68.10,1.90,68.10,0,2026-05-30 01:02:27
11964,TXN00011964,6492,249,2024-06-08 00:00:00,3,5,1,527.83,17.17,527.83,0,2026-05-30 01:02:27
11965,TXN00011965,10985,222,2024-03-17 00:00:00,3,4,1,427.08,2.23,427.08,0,2026-05-30 01:02:27
11966,TXN00011966,3575,301,2025-12-12 00:00:00,3,3,1,1165.60,1.88,1165.60,0,2026-05-30 01:02:27
11967,TXN00011967,7081,75,2024-08-24 00:00:00,3,5,1,252.72,0.76,252.72,0,2026-05-30 01:02:27
11968,TXN00011968,5868,301,2024-08-06 00:00:00,3,3,1,87.84,0.72,87.84,0,2026-05-30 01:02:27
11969,TXN00011969,15673,258,2024-12-03 00:00:00,3,3,1,3457.02,7.66,3457.02,0,2026-05-30 01:02:27
11970,TXN00011970,5957,335,2024-10-14 00:00:00,3,2,1,1091.01,6.33,1091.01,0,2026-05-30 01:02:27
11971,TXN00011971,2320,416,2024-12-11 00:00:00,3,2,1,744.21,11.93,744.21,0,2026-05-30 01:02:27
11972,TXN00011972,4167,191,2024-06-28 00:00:00,3,2,1,1613.54,8.23,1613.54,0,2026-05-30 01:02:27
11973,TXN00011973,4953,263,2024-05-22 00:00:00,3,1,1,98.85,2.05,98.85,0,2026-05-30 01:02:27
11974,TXN00011974,5139,236,2025-06-30 00:00:00,3,1,1,190.32,0.56,190.32,0,2026-05-30 01:02:27
11975,TXN00011975,2803,169,2025-04-27 00:00:00,3,2,1,1221.75,45.65,1221.75,0,2026-05-30 01:02:27
11976,TXN00011976,16666,64,2024-06-20 00:00:00,3,3,1,478.08,60.48,478.08,0,2026-05-30 01:02:27
11977,TXN00011977,19677,488,2024-05-25 00:00:00,3,2,1,721.88,3.53,721.88,0,2026-05-30 01:02:27
11978,TXN00011978,11243,362,2025-07-26 00:00:00,3,4,1,8.92,1.08,8.92,0,2026-05-30 01:02:27
11979,TXN00011979,8154,217,2024-04-21 00:00:00,3,1,1,6520.83,146.39,6520.83,0,2026-05-30 01:02:27
11980,TXN00011980,18964,3,2025-05-03 00:00:00,3,5,1,1305.39,19.61,1305.39,0,2026-05-30 01:02:27
11981,TXN00011981,17974,94,2024-05-27 00:00:00,3,3,1,93.80,31.20,93.80,0,2026-05-30 01:02:27
11982,TXN00011982,8335,258,2024-07-08 00:00:00,3,5,1,956.05,18.79,956.05,0,2026-05-30 01:02:27
11983,TXN00011983,228,56,2024-05-26 00:00:00,3,2,1,137.62,37.38,137.62,0,2026-05-30 01:02:27
11984,TXN00011984,716,230,2025-08-25 00:00:00,3,6,1,200.64,18.68,200.64,0,2026-05-30 01:02:27
11985,TXN00011985,5340,191,2025-04-12 00:00:00,3,3,1,469.02,43.66,469.02,0,2026-05-30 01:02:27
11986,TXN00011986,5472,127,2024-11-03 00:00:00,3,3,1,898.50,14.30,898.50,0,2026-05-30 01:02:27
11987,TXN00011987,13372,147,2024-02-17 00:00:00,3,3,1,41.56,12.44,41.56,0,2026-05-30 01:02:27
11988,TXN00011988,17979,482,2025-04-11 00:00:00,3,2,1,436.68,9.83,436.68,0,2026-05-30 01:02:27
11989,TXN00011989,16241,32,2024-08-03 00:00:00,3,5,1,4245.80,107.55,4245.80,0,2026-05-30 01:02:27
11990,TXN00011990,2461,241,2025-06-17 00:00:00,3,6,1,343.65,1.27,343.65,0,2026-05-30 01:02:27
11991,TXN00011991,9165,297,2024-01-06 00:00:00,3,1,1,165.45,0.91,165.45,0,2026-05-30 01:02:27
11992,TXN00011992,7612,481,2025-11-09 00:00:00,3,3,1,50.01,9.99,50.01,0,2026-05-30 01:02:27
11993,TXN00011993,9408,136,2024-10-27 00:00:00,3,4,1,62.61,11.39,62.61,0,2026-05-30 01:02:27
11994,TXN00011994,6253,276,2025-07-29 00:00:00,3,2,1,204.49,10.51,204.49,0,2026-05-30 01:02:27
11995,TXN00011995,307,160,2024-03-14 00:00:00,3,2,1,131.76,28.12,131.76,0,2026-05-30 01:02:27
11996,TXN00011996,12159,67,2025-03-21 00:00:00,3,3,1,839.70,15.10,839.70,0,2026-05-30 01:02:27
11997,TXN00011997,4000,243,2024-08-04 00:00:00,3,2,1,303.75,3.75,303.75,0,2026-05-30 01:02:27
11998,TXN00011998,18934,186,2025-03-05 00:00:00,3,6,1,125.40,23.60,125.40,0,2026-05-30 01:02:27
11999,TXN00011999,13367,53,2025-12-13 00:00:00,3,3,1,190.89,1.37,190.89,0,2026-05-30 01:02:27
12000,TXN00012000,8666,157,2025-05-09 00:00:00,3,6,1,344.04,4.32,344.04,0,2026-05-30 01:02:27
12001,TXN00012001,8849,118,2025-03-30 00:00:00,3,5,1,1408.36,17.91,1408.36,0,2026-05-30 01:02:27
12002,TXN00012002,3219,359,2025-02-22 00:00:00,3,5,1,277.50,6.25,277.50,0,2026-05-30 01:02:27
12003,TXN00012003,5058,443,2025-09-30 00:00:00,3,5,1,602.84,4.29,602.84,0,2026-05-30 01:02:27
12004,TXN00012004,19852,349,2024-01-25 00:00:00,3,2,1,245.32,12.67,245.32,0,2026-05-30 01:02:27
12005,TXN00012005,1946,355,2025-11-08 00:00:00,3,5,1,358.96,20.52,358.96,0,2026-05-30 01:02:27
12006,TXN00012006,16412,429,2024-03-21 00:00:00,3,3,1,99.28,0.18,99.28,0,2026-05-30 01:02:27
12007,TXN00012007,11739,48,2025-03-03 00:00:00,3,2,1,195.90,17.05,195.90,0,2026-05-30 01:02:27
12008,TXN00012008,11089,93,2024-11-13 00:00:00,3,3,1,224.80,62.60,224.80,0,2026-05-30 01:02:27
12009,TXN00012009,2375,459,2024-01-22 00:00:00,3,6,1,395.46,13.18,395.46,0,2026-05-30 01:02:27
12010,TXN00012010,8764,227,2024-09-13 00:00:00,3,5,1,445.02,22.49,445.02,0,2026-05-30 01:02:27
12011,TXN00012011,16825,148,2024-04-24 00:00:00,3,5,1,1130.10,23.98,1130.10,0,2026-05-30 01:02:27
12012,TXN00012012,1616,482,2024-03-23 00:00:00,3,2,1,238.84,5.29,238.84,0,2026-05-30 01:02:27
12013,TXN00012013,1875,98,2024-09-28 00:00:00,3,1,1,131.73,26.09,131.73,0,2026-05-30 01:02:27
12014,TXN00012014,7154,495,2025-04-07 00:00:00,3,2,1,548.75,9.25,548.75,0,2026-05-30 01:02:27
12015,TXN00012015,5798,316,2024-12-17 00:00:00,3,3,1,152.12,42.88,152.12,0,2026-05-30 01:02:27
12016,TXN00012016,3425,355,2025-09-16 00:00:00,3,2,1,153.46,2.27,153.46,0,2026-05-30 01:02:27
12017,TXN00012017,8217,47,2024-12-26 00:00:00,3,3,1,44.67,14.33,44.67,0,2026-05-30 01:02:27
12018,TXN00012018,10044,100,2025-08-25 00:00:00,3,5,1,642.66,31.34,642.66,0,2026-05-30 01:02:27
12019,TXN00012019,3498,401,2024-03-14 00:00:00,3,6,1,87.66,1.17,87.66,0,2026-05-30 01:02:27
12020,TXN00012020,6270,500,2025-03-30 00:00:00,3,2,1,190.64,2.34,190.64,0,2026-05-30 01:02:27
12021,TXN00012021,17583,483,2024-04-16 00:00:00,3,6,1,63.74,16.26,63.74,0,2026-05-30 01:02:27
12022,TXN00012022,4643,116,2024-08-28 00:00:00,3,2,1,296.20,15.95,296.20,0,2026-05-30 01:02:27
12023,TXN00012023,13388,227,2025-09-22 00:00:00,3,2,1,156.14,0.93,156.14,0,2026-05-30 01:02:27
12024,TXN00012024,12221,395,2025-12-03 00:00:00,3,3,1,1511.79,53.21,1511.79,0,2026-05-30 01:02:27
12025,TXN00012025,18144,395,2025-07-11 00:00:00,3,2,1,2812.30,12.54,2812.30,0,2026-05-30 01:02:27
12026,TXN00012026,2212,278,2025-03-31 00:00:00,3,6,1,601.48,3.63,601.48,0,2026-05-30 01:02:27
12027,TXN00012027,3487,94,2024-07-25 00:00:00,3,5,1,42.73,6.27,42.73,0,2026-05-30 01:02:27
12028,TXN00012028,8204,48,2025-07-30 00:00:00,3,2,1,693.76,71.56,693.76,0,2026-05-30 01:02:27
12029,TXN00012029,12010,6,2024-07-28 00:00:00,3,2,1,2286.00,57.00,2286.00,0,2026-05-30 01:02:27
12030,TXN00012030,12451,400,2025-01-26 00:00:00,3,2,1,53.52,2.24,53.52,0,2026-05-30 01:02:27
12031,TXN00012031,8636,293,2025-05-18 00:00:00,3,3,1,288.98,10.51,288.98,0,2026-05-30 01:02:27
12032,TXN00012032,9969,99,2024-08-25 00:00:00,3,5,1,171.46,28.27,171.46,0,2026-05-30 01:02:27
12033,TXN00012033,7744,242,2025-02-19 00:00:00,3,2,1,702.75,9.45,702.75,0,2026-05-30 01:02:27
12034,TXN00012034,2911,23,2025-05-05 00:00:00,3,2,1,4426.20,14.60,4426.20,0,2026-05-30 01:02:27
12035,TXN00012035,3815,461,2025-02-21 00:00:00,3,1,1,884.43,5.19,884.43,0,2026-05-30 01:02:27
12036,TXN00012036,15927,9,2024-06-21 00:00:00,3,3,1,351.76,12.06,351.76,0,2026-05-30 01:02:27
12037,TXN00012037,643,383,2025-09-11 00:00:00,3,2,1,194.09,9.91,194.09,0,2026-05-30 01:02:27
12038,TXN00012038,14355,156,2025-04-21 00:00:00,3,2,1,1353.36,7.32,1353.36,0,2026-05-30 01:02:27
12039,TXN00012039,8167,258,2025-05-12 00:00:00,3,4,1,131.61,1.13,131.61,0,2026-05-30 01:02:27
12040,TXN00012040,14276,247,2024-07-21 00:00:00,3,2,1,207.05,2.59,207.05,0,2026-05-30 01:02:27
12041,TXN00012041,2941,179,2024-01-17 00:00:00,3,2,1,423.75,35.25,423.75,0,2026-05-30 01:02:27
12042,TXN00012042,8020,84,2024-03-23 00:00:00,3,4,1,410.10,3.30,410.10,0,2026-05-30 01:02:27
12043,TXN00012043,4449,427,2025-07-27 00:00:00,3,6,1,2234.95,8.01,2234.95,0,2026-05-30 01:02:27
12044,TXN00012044,11876,45,2025-12-18 00:00:00,3,3,1,375.56,26.22,375.56,0,2026-05-30 01:02:27
12045,TXN00012045,11161,324,2025-06-02 00:00:00,3,6,1,19.96,0.04,19.96,0,2026-05-30 01:02:27
12046,TXN00012046,5707,384,2025-03-13 00:00:00,3,2,1,209.96,1.51,209.96,0,2026-05-30 01:02:27
12047,TXN00012047,3563,468,2024-04-25 00:00:00,3,5,1,181.42,14.29,181.42,0,2026-05-30 01:02:27
12048,TXN00012048,18296,384,2024-05-27 00:00:00,3,5,1,423.94,33.03,423.94,0,2026-05-30 01:02:27
12049,TXN00012049,2769,312,2024-09-01 00:00:00,3,4,1,899.74,25.13,899.74,0,2026-05-30 01:02:27
12050,TXN00012050,8643,383,2025-08-12 00:00:00,3,3,1,49.36,4.32,49.36,0,2026-05-30 01:02:27
12051,TXN00012051,8888,250,2024-05-14 00:00:00,3,2,1,261.24,8.38,261.24,0,2026-05-30 01:02:27
12052,TXN00012052,3471,40,2025-01-16 00:00:00,3,5,1,864.87,270.13,864.87,0,2026-05-30 01:02:27
12053,TXN00012053,19338,329,2025-05-30 00:00:00,3,2,1,78.52,5.48,78.52,0,2026-05-30 01:02:27
12054,TXN00012054,6049,409,2025-09-05 00:00:00,3,2,1,81.21,2.93,81.21,0,2026-05-30 01:02:27
12055,TXN00012055,73,25,2025-05-07 00:00:00,3,1,1,498.48,10.38,498.48,0,2026-05-30 01:02:27
12056,TXN00012056,12414,87,2025-10-10 00:00:00,3,3,1,296.04,40.32,296.04,0,2026-05-30 01:02:27
12057,TXN00012057,18400,447,2025-09-12 00:00:00,3,2,1,188.37,1.63,188.37,0,2026-05-30 01:02:27
12058,TXN00012058,9352,360,2024-10-02 00:00:00,3,2,1,1045.55,34.89,1045.55,0,2026-05-30 01:02:27
12059,TXN00012059,998,434,2025-07-08 00:00:00,3,2,1,1158.00,27.40,1158.00,0,2026-05-30 01:02:27
12060,TXN00012060,5416,450,2025-11-22 00:00:00,3,2,1,408.84,12.72,408.84,0,2026-05-30 01:02:27
12061,TXN00012061,1185,19,2024-02-10 00:00:00,3,2,1,123.78,3.11,123.78,0,2026-05-30 01:02:27
12062,TXN00012062,12980,177,2025-12-05 00:00:00,3,6,1,1131.24,2.19,1131.24,0,2026-05-30 01:02:27
12063,TXN00012063,1577,213,2024-12-06 00:00:00,3,3,1,330.58,9.71,330.58,0,2026-05-30 01:02:27
12064,TXN00012064,17170,148,2025-11-14 00:00:00,3,2,1,259.11,8.63,259.11,0,2026-05-30 01:02:27
12065,TXN00012065,8413,312,2024-10-05 00:00:00,3,5,1,1056.30,3.74,1056.30,0,2026-05-30 01:02:27
12066,TXN00012066,7678,474,2025-08-23 00:00:00,3,3,1,328.24,9.88,328.24,0,2026-05-30 01:02:27
12067,TXN00012067,8099,429,2024-09-06 00:00:00,3,5,1,156.50,6.75,156.50,0,2026-05-30 01:02:27
12068,TXN00012068,13258,63,2024-04-13 00:00:00,3,2,1,198.63,3.79,198.63,0,2026-05-30 01:02:27
12069,TXN00012069,1353,500,2024-03-21 00:00:00,3,5,1,403.05,0.65,403.05,0,2026-05-30 01:02:27
12070,TXN00012070,17277,209,2025-09-05 00:00:00,3,2,1,1690.92,21.27,1690.92,0,2026-05-30 01:02:27
12071,TXN00012071,1793,218,2025-06-10 00:00:00,3,3,1,290.74,9.63,290.74,0,2026-05-30 01:02:27
12072,TXN00012072,7442,154,2024-06-21 00:00:00,3,1,1,364.32,8.92,364.32,0,2026-05-30 01:02:27
12073,TXN00012073,10318,317,2025-09-26 00:00:00,3,6,1,2354.40,119.12,2354.40,0,2026-05-30 01:02:27
12074,TXN00012074,14858,354,2025-05-30 00:00:00,3,2,1,98.73,0.27,98.73,0,2026-05-30 01:02:27
12075,TXN00012075,10300,108,2025-01-16 00:00:00,3,2,1,245.37,2.21,245.37,0,2026-05-30 01:02:27
12076,TXN00012076,8190,158,2024-01-30 00:00:00,3,3,1,631.59,4.47,631.59,0,2026-05-30 01:02:27
12077,TXN00012077,17783,255,2024-11-03 00:00:00,3,3,1,840.25,5.95,840.25,0,2026-05-30 01:02:27
12078,TXN00012078,19255,212,2024-08-16 00:00:00,3,1,1,711.96,12.68,711.96,0,2026-05-30 01:02:27
12079,TXN00012079,1742,122,2025-04-18 00:00:00,3,2,1,22.98,2.02,22.98,0,2026-05-30 01:02:27
12080,TXN00012080,7876,483,2025-01-02 00:00:00,3,2,1,3228.75,22.75,3228.75,0,2026-05-30 01:02:27
12081,TXN00012081,8331,330,2024-09-09 00:00:00,3,6,1,260.12,14.88,260.12,0,2026-05-30 01:02:27
12082,TXN00012082,17818,111,2025-10-07 00:00:00,3,3,1,57.89,2.11,57.89,0,2026-05-30 01:02:27
12083,TXN00012083,16084,31,2024-10-08 00:00:00,3,2,1,3404.43,10.19,3404.43,0,2026-05-30 01:02:27
12084,TXN00012084,13103,76,2025-11-21 00:00:00,3,3,1,851.90,3.62,851.90,0,2026-05-30 01:02:27
12085,TXN00012085,2597,70,2024-03-17 00:00:00,3,2,1,2036.68,4.83,2036.68,0,2026-05-30 01:02:27
12086,TXN00012086,6391,337,2024-12-17 00:00:00,3,5,1,109.61,10.39,109.61,0,2026-05-30 01:02:27
12087,TXN00012087,13456,177,2024-09-30 00:00:00,3,2,1,2314.56,98.48,2314.56,0,2026-05-30 01:02:27
12088,TXN00012088,19563,202,2025-10-03 00:00:00,3,3,1,656.84,15.79,656.84,0,2026-05-30 01:02:27
12089,TXN00012089,17399,495,2024-06-05 00:00:00,3,5,1,270.78,9.74,270.78,0,2026-05-30 01:02:27
12090,TXN00012090,2427,308,2025-08-18 00:00:00,3,3,1,796.16,0.96,796.16,0,2026-05-30 01:02:27
12091,TXN00012091,4148,486,2024-02-08 00:00:00,3,6,1,246.12,1.94,246.12,0,2026-05-30 01:02:27
12092,TXN00012092,19896,197,2025-10-26 00:00:00,3,1,1,1350.48,28.84,1350.48,0,2026-05-30 01:02:27
12093,TXN00012093,19256,489,2025-01-21 00:00:00,3,5,1,1102.92,53.27,1102.92,0,2026-05-30 01:02:27
12094,TXN00012094,12190,105,2025-01-27 00:00:00,3,2,1,1058.48,4.38,1058.48,0,2026-05-30 01:02:27
12095,TXN00012095,9940,364,2025-04-10 00:00:00,3,1,1,1543.79,121.21,1543.79,0,2026-05-30 01:02:27
12096,TXN00012096,17970,364,2025-03-06 00:00:00,3,2,1,395.64,234.36,395.64,0,2026-05-30 01:02:27
12097,TXN00012097,3468,83,2025-09-08 00:00:00,3,2,1,439.44,48.52,439.44,0,2026-05-30 01:02:27
12098,TXN00012098,17978,86,2024-11-06 00:00:00,3,2,1,659.94,0.02,659.94,0,2026-05-30 01:02:27
12099,TXN00012099,11483,312,2024-01-30 00:00:00,3,2,1,97.27,42.73,97.27,0,2026-05-30 01:02:27
12100,TXN00012100,8026,320,2024-05-08 00:00:00,3,3,1,2008.64,42.84,2008.64,0,2026-05-30 01:02:27
12101,TXN00012101,15950,303,2024-08-22 00:00:00,3,2,1,694.20,36.16,694.20,0,2026-05-30 01:02:27
12102,TXN00012102,16297,482,2024-04-21 00:00:00,3,3,1,414.72,45.76,414.72,0,2026-05-30 01:02:27
12103,TXN00012103,1383,233,2024-08-09 00:00:00,3,3,1,541.95,16.61,541.95,0,2026-05-30 01:02:27
12104,TXN00012104,2121,225,2025-05-10 00:00:00,3,5,1,5527.88,108.03,5527.88,0,2026-05-30 01:02:27
12105,TXN00012105,10,361,2024-12-09 00:00:00,3,6,1,128.14,25.93,128.14,0,2026-05-30 01:02:27
12106,TXN00012106,2937,436,2025-01-23 00:00:00,3,1,1,812.70,37.46,812.70,0,2026-05-30 01:02:27
12107,TXN00012107,7715,1,2024-11-08 00:00:00,3,3,1,105.02,1.49,105.02,0,2026-05-30 01:02:27
12108,TXN00012108,14314,451,2025-05-14 00:00:00,3,3,1,10123.30,295.34,10123.30,0,2026-05-30 01:02:27
12109,TXN00012109,15253,67,2025-04-28 00:00:00,3,4,1,78.77,51.23,78.77,0,2026-05-30 01:02:27
12110,TXN00012110,5871,116,2024-11-19 00:00:00,3,3,1,1385.20,16.96,1385.20,0,2026-05-30 01:02:27
12111,TXN00012111,17619,20,2025-05-22 00:00:00,3,1,1,164.21,0.79,164.21,0,2026-05-30 01:02:27
12112,TXN00012112,15025,357,2025-07-26 00:00:00,3,2,1,265.80,6.84,265.80,0,2026-05-30 01:02:27
12113,TXN00012113,799,12,2024-10-28 00:00:00,3,1,1,234.84,1.72,234.84,0,2026-05-30 01:02:27
12114,TXN00012114,11934,146,2025-09-02 00:00:00,3,3,1,460.24,3.94,460.24,0,2026-05-30 01:02:27
12115,TXN00012115,15689,89,2025-09-09 00:00:00,3,3,1,351.18,17.82,351.18,0,2026-05-30 01:02:27
12116,TXN00012116,14003,499,2025-04-12 00:00:00,3,1,1,358.44,79.52,358.44,0,2026-05-30 01:02:27
12117,TXN00012117,15,150,2025-11-05 00:00:00,3,3,1,1842.75,15.75,1842.75,0,2026-05-30 01:02:27
12118,TXN00012118,18198,219,2024-12-25 00:00:00,3,2,1,1459.80,32.04,1459.80,0,2026-05-30 01:02:27
12119,TXN00012119,16836,53,2025-06-15 00:00:00,3,4,1,519.69,85.31,519.69,0,2026-05-30 01:02:27
12120,TXN00012120,15356,172,2025-12-26 00:00:00,3,2,1,743.88,8.06,743.88,0,2026-05-30 01:02:27
12121,TXN00012121,8928,65,2025-03-19 00:00:00,3,2,1,216.30,6.85,216.30,0,2026-05-30 01:02:27
12122,TXN00012122,4003,385,2024-12-13 00:00:00,3,2,1,196.16,1.92,196.16,0,2026-05-30 01:02:27
12123,TXN00012123,18304,317,2024-07-11 00:00:00,3,3,1,202.44,6.52,202.44,0,2026-05-30 01:02:27
12124,TXN00012124,13057,375,2024-04-20 00:00:00,3,3,1,373.50,0.50,373.50,0,2026-05-30 01:02:27
12125,TXN00012125,15519,315,2025-03-10 00:00:00,3,3,1,41.10,2.90,41.10,0,2026-05-30 01:02:27
12126,TXN00012126,4559,122,2024-11-09 00:00:00,3,2,1,433.08,44.64,433.08,0,2026-05-30 01:02:27
12127,TXN00012127,541,430,2025-09-19 00:00:00,3,6,1,116.28,5.86,116.28,0,2026-05-30 01:02:27
12128,TXN00012128,384,347,2025-07-07 00:00:00,3,1,1,406.26,5.87,406.26,0,2026-05-30 01:02:27
12129,TXN00012129,2087,375,2024-11-20 00:00:00,3,2,1,106.28,0.86,106.28,0,2026-05-30 01:02:27
12130,TXN00012130,12077,457,2024-04-15 00:00:00,3,6,1,247.72,2.07,247.72,0,2026-05-30 01:02:27
12131,TXN00012131,11601,85,2025-03-14 00:00:00,3,2,1,140.76,12.08,140.76,0,2026-05-30 01:02:27
12132,TXN00012132,11720,500,2025-10-25 00:00:00,3,2,1,716.04,15.32,716.04,0,2026-05-30 01:02:27
12133,TXN00012133,7869,336,2025-01-28 00:00:00,3,3,1,277.33,12.67,277.33,0,2026-05-30 01:02:27
12134,TXN00012134,15350,471,2024-02-29 00:00:00,3,1,1,284.67,30.33,284.67,0,2026-05-30 01:02:27
12135,TXN00012135,14768,486,2025-09-17 00:00:00,3,3,1,157.83,7.39,157.83,0,2026-05-30 01:02:27
12136,TXN00012136,154,165,2025-09-21 00:00:00,3,2,1,1220.55,55.89,1220.55,0,2026-05-30 01:02:27
12137,TXN00012137,14087,121,2025-11-05 00:00:00,3,3,1,311.52,22.12,311.52,0,2026-05-30 01:02:27
12138,TXN00012138,13729,207,2025-07-08 00:00:00,3,5,1,1407.75,13.45,1407.75,0,2026-05-30 01:02:27
12139,TXN00012139,4095,177,2024-04-16 00:00:00,3,5,1,237.13,42.87,237.13,0,2026-05-30 01:02:27
12140,TXN00012140,19319,217,2025-11-27 00:00:00,3,2,1,41.98,4.01,41.98,0,2026-05-30 01:02:27
12141,TXN00012141,18647,134,2025-01-31 00:00:00,3,1,1,725.46,13.18,725.46,0,2026-05-30 01:02:27
12142,TXN00012142,6442,86,2024-05-09 00:00:00,3,3,1,450.66,78.78,450.66,0,2026-05-30 01:02:27
12143,TXN00012143,17538,37,2024-09-27 00:00:00,3,3,1,14.48,0.52,14.48,0,2026-05-30 01:02:27
12144,TXN00012144,2912,250,2024-12-03 00:00:00,3,6,1,407.00,7.25,407.00,0,2026-05-30 01:02:27
12145,TXN00012145,12631,341,2024-04-01 00:00:00,3,3,1,292.31,31.69,292.31,0,2026-05-30 01:02:27
12146,TXN00012146,3163,76,2025-06-02 00:00:00,3,3,1,879.06,39.47,879.06,0,2026-05-30 01:02:27
12147,TXN00012147,2369,276,2025-07-30 00:00:00,3,3,1,165.86,1.07,165.86,0,2026-05-30 01:02:27
12148,TXN00012148,319,111,2024-12-26 00:00:00,3,2,1,98.77,6.23,98.77,0,2026-05-30 01:02:27
12149,TXN00012149,15808,459,2024-05-25 00:00:00,3,2,1,1730.19,18.27,1730.19,0,2026-05-30 01:02:27
12150,TXN00012150,6808,479,2024-03-31 00:00:00,3,3,1,966.66,121.67,966.66,0,2026-05-30 01:02:27
12151,TXN00012151,12573,404,2024-08-25 00:00:00,3,3,1,811.25,47.75,811.25,0,2026-05-30 01:02:27
12152,TXN00012152,11793,220,2024-05-17 00:00:00,3,6,1,59.58,15.42,59.58,0,2026-05-30 01:02:27
12153,TXN00012153,13336,500,2025-12-16 00:00:00,3,3,1,807.16,15.42,807.16,0,2026-05-30 01:02:27
12154,TXN00012154,4458,328,2025-04-27 00:00:00,3,5,1,981.85,48.63,981.85,0,2026-05-30 01:02:27
12155,TXN00012155,2899,249,2024-02-23 00:00:00,3,2,1,383.56,13.22,383.56,0,2026-05-30 01:02:27
