supplier_id,supplier_code,supplier_name,supplier_type,city,state,payment_days,lead_time_days,annual_contract_value_lakh,is_preferred_vendor,years_associated,created_at
217,SUP217,Premier Supply Chain,Distributor,Gurugram,Haryana,30,6,248.27,0,7,2026-05-30 01:02:24
218,SUP218,Suvidha Supply Chain,Distributor,Patna,Bihar,30,9,140.70,0,3,2026-05-30 01:02:24
219,SUP219,MTR & Sons,Wholesaler,Faridabad,Haryana,30,11,419.86,1,1,2026-05-30 01:02:24
220,SUP220,Patel Industries Pvt Ltd,Manufacturer,Lucknow,Uttar Pradesh,90,3,423.23,1,11,2026-05-30 01:02:24
221,SUP221,Verma Wholesale Mart,Wholesaler,Patna,Bihar,75,12,495.19,0,19,2026-05-30 01:02:24
222,SUP222,Dabur Trading Co,Local Vendor,Patna,Bihar,45,3,529.78,1,18,2026-05-30 01:02:24
223,SUP223,Marico Enterprises,FMCG Brand,Hyderabad,Telangana,45,2,396.92,1,22,2026-05-30 01:02:24
224,SUP224,Hindustan Unilever Industries Pvt Ltd,FMCG Brand,Mangaluru,Karnataka,45,5,49.12,1,16,2026-05-30 01:02:24
225,SUP225,Agarwal Enterprises,Direct Importer,Vadodara,Gujarat,45,19,41.52,0,3,2026-05-30 01:02:24
226,SUP226,Patel Foods Pvt Ltd,Wholesaler,Gurugram,Haryana,45,4,58.26,1,8,2026-05-30 01:02:24
227,SUP227,Mahalakshmi Trading Co,FMCG Brand,Ahmedabad,Gujarat,45,6,326.78,0,17,2026-05-30 01:02:24
228,SUP228,Britannia Distributors,Direct Importer,Ahmedabad,Gujarat,60,8,59.46,0,14,2026-05-30 01:02:24
229,SUP229,Annapurna Foods Pvt Ltd,Wholesaler,Hyderabad,Telangana,45,14,95.39,1,3,2026-05-30 01:02:24
230,SUP230,Saffola & Sons,Manufacturer,Chennai,Tamil Nadu,75,21,129.09,0,9,2026-05-30 01:02:24
231,SUP231,National FMCG Ltd,Local Vendor,Jaipur,Rajasthan,30,15,87.64,0,3,2026-05-30 01:02:24
232,SUP232,Gupta Industries Pvt Ltd,FMCG Brand,New Delhi,Delhi,45,20,25.46,0,2,2026-05-30 01:02:24
233,SUP233,Parle Supply Chain,Manufacturer,Visakhapatnam,Andhra Pradesh,15,15,73.69,0,3,2026-05-30 01:02:24
234,SUP234,Verma & Sons,Direct Importer,Patna,Bihar,75,4,553.39,0,12,2026-05-30 01:02:24
235,SUP235,Annapurna & Sons,Local Vendor,Howrah,West Bengal,30,10,154.42,1,22,2026-05-30 01:02:24
236,SUP236,Parle Trading Co,Manufacturer,New Delhi,Delhi,60,3,127.41,0,19,2026-05-30 01:02:24
237,SUP237,Amul Trading Co,Local Vendor,Indore,Madhya Pradesh,30,11,70.09,0,18,2026-05-30 01:02:24
238,SUP238,Britannia Wholesale Mart,FMCG Brand,Jaipur,Rajasthan,30,2,34.62,1,19,2026-05-30 01:02:24
239,SUP239,Aashirvaad Trading Co,FMCG Brand,Visakhapatnam,Andhra Pradesh,45,14,122.76,0,9,2026-05-30 01:02:24
240,SUP240,Verma Wholesale Mart,Direct Importer,Gurugram,Haryana,60,21,322.06,1,18,2026-05-30 01:02:24
241,SUP241,Fortune Trading Co,FMCG Brand,New Delhi,Delhi,45,13,134.04,1,18,2026-05-30 01:02:24
242,SUP242,ITC Distributors,FMCG Brand,Howrah,West Bengal,60,12,134.04,1,16,2026-05-30 01:02:24
243,SUP243,Parle Enterprises,Wholesaler,Thane,Maharashtra,30,12,78.24,1,11,2026-05-30 01:02:24
244,SUP244,Haldiram & Sons,Local Vendor,Mumbai,Maharashtra,60,4,181.41,0,4,2026-05-30 01:02:24
245,SUP245,Marico Distributors,Direct Importer,Kanpur,Uttar Pradesh,75,19,350.70,1,8,2026-05-30 01:02:24
246,SUP246,Adani Wilmar Distributors,Distributor,Bengaluru,Karnataka,30,8,434.70,1,20,2026-05-30 01:02:24
247,SUP247,Krishna Foods Pvt Ltd,Local Vendor,Bhopal,Madhya Pradesh,15,21,12.27,0,10,2026-05-30 01:02:24
248,SUP248,Amul Trading Co,FMCG Brand,Thiruvananthapuram,Kerala,30,13,229.63,0,20,2026-05-30 01:02:24
249,SUP249,Verma Trading Co,Manufacturer,Coimbatore,Tamil Nadu,60,14,117.85,1,18,2026-05-30 01:02:24
250,SUP250,Dabur Enterprises,Local Vendor,Agra,Uttar Pradesh,30,21,27.49,0,14,2026-05-30 01:02:24
251,SUP251,Fortune Industries Pvt Ltd,Wholesaler,Nashik,Maharashtra,30,5,821.65,0,2,2026-05-30 01:02:24
252,SUP252,National & Sons,FMCG Brand,Warangal,Telangana,30,21,140.85,0,18,2026-05-30 01:02:24
253,SUP253,Nestle Wholesale Mart,Manufacturer,Ludhiana,Punjab,15,13,58.02,1,22,2026-05-30 01:02:24
254,SUP254,Britannia FMCG Ltd,Wholesaler,New Delhi,Delhi,30,4,197.95,1,15,2026-05-30 01:02:24
255,SUP255,Nestle Distributors,Direct Importer,Thiruvananthapuram,Kerala,15,9,185.39,0,9,2026-05-30 01:02:24
256,SUP256,Britannia Supply Chain,Manufacturer,Patna,Bihar,15,19,178.14,1,8,2026-05-30 01:02:24
257,SUP257,Saffola Trading Co,Manufacturer,Bengaluru,Karnataka,45,13,584.97,1,13,2026-05-30 01:02:24
258,SUP258,Suvidha Industries Pvt Ltd,Direct Importer,Howrah,West Bengal,45,2,69.81,1,20,2026-05-30 01:02:24
259,SUP259,Annapurna Industries Pvt Ltd,Local Vendor,Mysuru,Karnataka,45,14,92.70,0,8,2026-05-30 01:02:24
260,SUP260,Agarwal & Sons,Wholesaler,Kochi,Kerala,45,20,326.02,0,16,2026-05-30 01:02:24
261,SUP261,National Supply Chain,Distributor,Indore,Madhya Pradesh,75,11,93.76,1,22,2026-05-30 01:02:24
262,SUP262,Suvidha & Sons,Direct Importer,Amritsar,Punjab,90,9,44.97,0,9,2026-05-30 01:02:24
263,SUP263,Reliance Retail Foods Pvt Ltd,Manufacturer,Indore,Madhya Pradesh,45,15,484.68,0,11,2026-05-30 01:02:24
264,SUP264,Rao Industries Pvt Ltd,Distributor,Mysuru,Karnataka,15,3,38.66,0,2,2026-05-30 01:02:24
265,SUP265,Marico Wholesale Mart,Manufacturer,Gurugram,Haryana,45,2,76.28,1,3,2026-05-30 01:02:24
266,SUP266,Gupta Enterprises,Wholesaler,Jodhpur,Rajasthan,15,17,10.64,0,2,2026-05-30 01:02:24
267,SUP267,Agarwal Foods Pvt Ltd,Wholesaler,Surat,Gujarat,45,5,14.22,0,6,2026-05-30 01:02:24
268,SUP268,Royal & Sons,FMCG Brand,Ludhiana,Punjab,45,9,638.76,0,21,2026-05-30 01:02:24
269,SUP269,Aashirvaad Wholesale Mart,Distributor,Faridabad,Haryana,90,17,59.51,0,1,2026-05-30 01:02:24
270,SUP270,Marico Enterprises,Local Vendor,Patna,Bihar,30,15,59.05,0,2,2026-05-30 01:02:24
271,SUP271,Kumar FMCG Ltd,Direct Importer,Jodhpur,Rajasthan,30,10,236.64,1,13,2026-05-30 01:02:24
272,SUP272,Reddy Foods Pvt Ltd,FMCG Brand,Kanpur,Uttar Pradesh,15,18,738.68,0,12,2026-05-30 01:02:24
273,SUP273,MTR Agro Industries,Direct Importer,Delhi,Delhi,45,19,27.31,0,20,2026-05-30 01:02:24
274,SUP274,Reliance Retail Trading Co,Wholesaler,Faridabad,Haryana,45,19,71.27,0,9,2026-05-30 01:02:24
275,SUP275,Nestle Wholesale Mart,Local Vendor,Ludhiana,Punjab,45,20,56.22,0,17,2026-05-30 01:02:24
276,SUP276,Agarwal Industries Pvt Ltd,Local Vendor,Bengaluru,Karnataka,15,21,58.61,1,2,2026-05-30 01:02:24
277,SUP277,Tata Consumer Enterprises,Manufacturer,Jodhpur,Rajasthan,30,14,75.47,1,8,2026-05-30 01:02:24
278,SUP278,Hindustan Foods Pvt Ltd,Wholesaler,Hyderabad,Telangana,60,15,78.06,1,3,2026-05-30 01:02:24
279,SUP279,Suvidha Enterprises,Wholesaler,New Delhi,Delhi,75,3,30.58,0,17,2026-05-30 01:02:24
280,SUP280,Reddy Wholesale Mart,Manufacturer,Bhopal,Madhya Pradesh,30,4,410.78,0,11,2026-05-30 01:02:24
281,SUP281,Mehta Wholesale Mart,FMCG Brand,Thiruvananthapuram,Kerala,60,2,182.67,1,1,2026-05-30 01:02:24
282,SUP282,Verma Foods Pvt Ltd,Distributor,Faridabad,Haryana,45,12,112.35,1,5,2026-05-30 01:02:24
283,SUP283,Aashirvaad Foods Pvt Ltd,FMCG Brand,Lucknow,Uttar Pradesh,60,2,58.73,1,1,2026-05-30 01:02:24
284,SUP284,Kumar Agro Industries,FMCG Brand,Amritsar,Punjab,30,9,93.39,1,14,2026-05-30 01:02:24
285,SUP285,Haldiram Foods Pvt Ltd,Local Vendor,Visakhapatnam,Andhra Pradesh,30,5,111.96,1,7,2026-05-30 01:02:24
286,SUP286,Saffola Wholesale Mart,Local Vendor,Kanpur,Uttar Pradesh,30,13,152.65,1,4,2026-05-30 01:02:24
287,SUP287,Tata Consumer Industries Pvt Ltd,Manufacturer,Patna,Bihar,45,18,493.72,1,19,2026-05-30 01:02:24
288,SUP288,Hindustan Agro Industries,Wholesaler,Howrah,West Bengal,75,2,231.34,1,14,2026-05-30 01:02:24
289,SUP289,Bharat Enterprises,Wholesaler,Ghaziabad,Uttar Pradesh,30,16,18.40,1,12,2026-05-30 01:02:24
290,SUP290,Hindustan Agro Industries,Manufacturer,New Delhi,Delhi,60,5,604.18,1,21,2026-05-30 01:02:24
291,SUP291,Krishna Enterprises,Wholesaler,Coimbatore,Tamil Nadu,30,6,821.45,0,9,2026-05-30 01:02:24
292,SUP292,Kumar Supply Chain,Manufacturer,Thiruvananthapuram,Kerala,45,11,519.85,0,12,2026-05-30 01:02:24
293,SUP293,MTR FMCG Ltd,Local Vendor,Patna,Bihar,30,4,149.19,0,19,2026-05-30 01:02:24
294,SUP294,Kumar Agro Industries,Direct Importer,Agra,Uttar Pradesh,60,14,92.47,0,19,2026-05-30 01:02:24
295,SUP295,Rao Industries Pvt Ltd,Direct Importer,Agra,Uttar Pradesh,60,19,40.39,1,19,2026-05-30 01:02:24
296,SUP296,Amul & Sons,Local Vendor,Hyderabad,Telangana,30,12,123.43,1,8,2026-05-30 01:02:24
297,SUP297,Sharma Supply Chain,Distributor,Pune,Maharashtra,30,14,224.06,1,15,2026-05-30 01:02:24
298,SUP298,Royal Wholesale Mart,Direct Importer,Coimbatore,Tamil Nadu,60,11,467.49,0,12,2026-05-30 01:02:24
299,SUP299,Amul Agro Industries,Distributor,Jaipur,Rajasthan,15,15,35.58,0,7,2026-05-30 01:02:24
300,SUP300,Iyer Supply Chain,Distributor,Bhopal,Madhya Pradesh,45,16,185.95,0,8,2026-05-30 01:02:24
