inventory_id,product_id,store_id,quantity_on_hand,quantity_reserved,reorder_point,last_updated
8609,1670,88,282,0,10,2026-05-30 01:02:35
8610,462,88,340,0,10,2026-05-30 01:02:35
8611,121,88,630,0,10,2026-05-30 01:02:35
8612,1816,88,19,0,10,2026-05-30 01:02:35
8613,1891,88,387,0,10,2026-05-30 01:02:35
8614,1001,88,472,0,10,2026-05-30 01:02:35
8615,212,88,168,0,10,2026-05-30 01:02:35
8616,786,88,331,0,10,2026-05-30 01:02:35
8617,850,88,210,0,10,2026-05-30 01:02:35
8618,1582,88,227,0,10,2026-05-30 01:02:35
8619,591,88,435,0,10,2026-05-30 01:02:35
8620,1432,88,422,0,10,2026-05-30 01:02:35
8621,470,88,394,0,10,2026-05-30 01:02:35
8622,961,88,269,0,10,2026-05-30 01:02:35
8623,1482,88,394,0,10,2026-05-30 01:02:35
8624,469,88,543,0,10,2026-05-30 01:02:35
8625,1524,88,311,0,10,2026-05-30 01:02:35
8626,1804,88,56,0,10,2026-05-30 01:02:35
8627,1863,88,274,0,10,2026-05-30 01:02:35
8628,241,88,252,0,10,2026-05-30 01:02:35
8629,1068,88,204,0,10,2026-05-30 01:02:35
8630,1414,88,100,0,10,2026-05-30 01:02:35
8631,338,88,508,0,10,2026-05-30 01:02:35
8632,351,88,176,0,10,2026-05-30 01:02:35
8633,174,88,306,0,10,2026-05-30 01:02:35
8634,883,88,437,0,10,2026-05-30 01:02:35
8635,1492,88,147,0,10,2026-05-30 01:02:35
8636,1950,88,92,0,10,2026-05-30 01:02:35
8637,939,88,83,0,10,2026-05-30 01:02:35
8638,1788,88,588,0,10,2026-05-30 01:02:35
8639,1353,88,212,0,10,2026-05-30 01:02:35
8640,1459,88,238,0,10,2026-05-30 01:02:35
8641,30,88,293,0,10,2026-05-30 01:02:35
8642,1287,88,262,0,10,2026-05-30 01:02:35
8643,941,88,126,0,10,2026-05-30 01:02:35
8644,1869,88,274,0,10,2026-05-30 01:02:35
8645,360,88,138,0,10,2026-05-30 01:02:35
8646,170,88,280,0,10,2026-05-30 01:02:35
8647,983,88,90,0,10,2026-05-30 01:02:35
8648,232,89,92,0,10,2026-05-30 01:02:35
8649,193,89,563,0,10,2026-05-30 01:02:35
8650,1432,89,465,0,10,2026-05-30 01:02:35
8651,643,89,376,0,10,2026-05-30 01:02:35
8652,1735,89,252,0,10,2026-05-30 01:02:35
8653,1758,89,396,0,10,2026-05-30 01:02:35
8654,1627,89,298,0,10,2026-05-30 01:02:35
8655,376,89,273,0,10,2026-05-30 01:02:35
8656,737,89,116,0,10,2026-05-30 01:02:35
8657,1017,89,160,0,10,2026-05-30 01:02:35
8658,1810,89,148,0,10,2026-05-30 01:02:35
8659,24,89,596,0,10,2026-05-30 01:02:35
8660,1931,89,84,0,10,2026-05-30 01:02:35
8661,1289,89,243,0,10,2026-05-30 01:02:35
8662,25,89,311,0,10,2026-05-30 01:02:35
8663,839,89,421,0,10,2026-05-30 01:02:35
8664,303,89,69,0,10,2026-05-30 01:02:35
8665,755,89,141,0,10,2026-05-30 01:02:35
8666,1571,89,47,0,10,2026-05-30 01:02:35
8667,769,89,152,0,10,2026-05-30 01:02:35
8668,682,89,275,0,10,2026-05-30 01:02:35
8669,1873,89,291,0,10,2026-05-30 01:02:35
8670,916,89,334,0,10,2026-05-30 01:02:35
8671,282,89,304,0,10,2026-05-30 01:02:35
8672,673,89,374,0,10,2026-05-30 01:02:35
8673,335,89,311,0,10,2026-05-30 01:02:35
8674,1055,89,205,0,10,2026-05-30 01:02:35
8675,931,89,359,0,10,2026-05-30 01:02:35
8676,1186,89,564,0,10,2026-05-30 01:02:35
8677,318,89,186,0,10,2026-05-30 01:02:35
8678,840,89,593,0,10,2026-05-30 01:02:35
8679,1975,89,438,0,10,2026-05-30 01:02:35
8680,752,89,350,0,10,2026-05-30 01:02:35
8681,1236,89,497,0,10,2026-05-30 01:02:35
8682,1892,89,202,0,10,2026-05-30 01:02:35
8683,375,89,433,0,10,2026-05-30 01:02:35
8684,1890,89,241,0,10,2026-05-30 01:02:35
8685,1534,89,117,0,10,2026-05-30 01:02:35
8686,1638,89,296,0,10,2026-05-30 01:02:35
8687,305,89,205,0,10,2026-05-30 01:02:35
8688,1708,89,385,0,10,2026-05-30 01:02:35
8689,1174,89,227,0,10,2026-05-30 01:02:35
8690,1813,89,552,0,10,2026-05-30 01:02:35
8691,1106,89,520,0,10,2026-05-30 01:02:35
8692,639,89,310,0,10,2026-05-30 01:02:35
8693,1483,89,297,0,10,2026-05-30 01:02:35
8694,1416,89,287,0,10,2026-05-30 01:02:35
8695,995,89,452,0,10,2026-05-30 01:02:35
8696,1070,89,166,0,10,2026-05-30 01:02:35
8697,1537,89,440,0,10,2026-05-30 01:02:35
8698,1697,89,377,0,10,2026-05-30 01:02:35
8699,1360,89,39,0,10,2026-05-30 01:02:35
8700,35,89,187,0,10,2026-05-30 01:02:35
8701,603,89,127,0,10,2026-05-30 01:02:35
8702,1800,89,244,0,10,2026-05-30 01:02:35
8703,1952,89,423,0,10,2026-05-30 01:02:35
8704,219,89,307,0,10,2026-05-30 01:02:35
8705,718,89,116,0,10,2026-05-30 01:02:35
8706,223,89,181,0,10,2026-05-30 01:02:35
8707,920,89,231,0,10,2026-05-30 01:02:35
8708,1178,89,325,0,10,2026-05-30 01:02:35
8709,1248,89,327,0,10,2026-05-30 01:02:35
8710,1337,89,382,0,10,2026-05-30 01:02:35
8711,1195,89,349,0,10,2026-05-30 01:02:35
8712,55,89,551,0,10,2026-05-30 01:02:35
8713,1543,89,123,0,10,2026-05-30 01:02:35
8714,1286,89,334,0,10,2026-05-30 01:02:35
8715,471,89,146,0,10,2026-05-30 01:02:35
8716,1819,89,109,0,10,2026-05-30 01:02:35
8717,1138,89,238,0,10,2026-05-30 01:02:35
8718,1410,89,62,0,10,2026-05-30 01:02:35
8719,1145,89,289,0,10,2026-05-30 01:02:35
8720,440,89,337,0,10,2026-05-30 01:02:35
8721,740,89,233,0,10,2026-05-30 01:02:35
8722,765,89,122,0,10,2026-05-30 01:02:35
8723,1895,89,358,0,10,2026-05-30 01:02:35
8724,773,89,467,0,10,2026-05-30 01:02:35
8725,1331,89,233,0,10,2026-05-30 01:02:35
8726,518,89,168,0,10,2026-05-30 01:02:35
8727,279,89,58,0,10,2026-05-30 01:02:35
8728,1637,89,53,0,10,2026-05-30 01:02:35
8729,1664,89,317,0,10,2026-05-30 01:02:35
8730,1622,89,146,0,10,2026-05-30 01:02:35
8731,743,89,358,0,10,2026-05-30 01:02:35
8732,618,89,95,0,10,2026-05-30 01:02:35
8733,1986,89,340,0,10,2026-05-30 01:02:35
8734,1249,89,291,0,10,2026-05-30 01:02:35
8735,1297,89,271,0,10,2026-05-30 01:02:35
8736,1109,89,313,0,10,2026-05-30 01:02:35
8737,371,89,255,0,10,2026-05-30 01:02:35
8738,668,89,186,0,10,2026-05-30 01:02:35
8739,244,89,515,0,10,2026-05-30 01:02:35
8740,455,89,308,0,10,2026-05-30 01:02:35
8741,843,89,122,0,10,2026-05-30 01:02:35
8742,265,89,263,0,10,2026-05-30 01:02:35
8743,619,89,589,0,10,2026-05-30 01:02:35
8744,167,89,125,0,10,2026-05-30 01:02:35
8745,92,89,102,0,10,2026-05-30 01:02:35
8746,557,89,556,0,10,2026-05-30 01:02:35
8747,722,89,282,0,10,2026-05-30 01:02:35
8748,717,89,253,0,10,2026-05-30 01:02:35
8749,1872,89,241,0,10,2026-05-30 01:02:35
8750,1855,89,298,0,10,2026-05-30 01:02:35
8751,1477,89,248,0,10,2026-05-30 01:02:35
8752,1733,89,125,0,10,2026-05-30 01:02:35
8753,332,89,111,0,10,2026-05-30 01:02:35
8754,1881,89,138,0,10,2026-05-30 01:02:35
8755,1998,89,283,0,10,2026-05-30 01:02:35
8756,1475,90,79,0,10,2026-05-30 01:02:35
8757,1889,90,155,0,10,2026-05-30 01:02:35
8758,989,90,539,0,10,2026-05-30 01:02:35
8759,1980,90,212,0,10,2026-05-30 01:02:35
8760,767,90,487,0,10,2026-05-30 01:02:35
8761,287,90,94,0,10,2026-05-30 01:02:35
8762,28,90,231,0,10,2026-05-30 01:02:35
8763,656,90,302,0,10,2026-05-30 01:02:35
8764,1357,90,261,0,10,2026-05-30 01:02:35
8765,95,90,445,0,10,2026-05-30 01:02:35
8766,1452,90,75,0,10,2026-05-30 01:02:35
8767,918,90,360,0,10,2026-05-30 01:02:35
8768,1214,90,273,0,10,2026-05-30 01:02:35
8769,227,90,326,0,10,2026-05-30 01:02:35
8770,803,90,495,0,10,2026-05-30 01:02:35
8771,882,90,377,0,10,2026-05-30 01:02:35
8772,1732,90,62,0,10,2026-05-30 01:02:35
8773,233,90,543,0,10,2026-05-30 01:02:35
8774,1076,90,274,0,10,2026-05-30 01:02:35
8775,267,90,171,0,10,2026-05-30 01:02:35
8776,780,90,579,0,10,2026-05-30 01:02:35
8777,1768,90,316,0,10,2026-05-30 01:02:35
8778,994,90,387,0,10,2026-05-30 01:02:35
8779,1967,90,306,0,10,2026-05-30 01:02:35
8780,199,90,266,0,10,2026-05-30 01:02:35
8781,470,90,191,0,10,2026-05-30 01:02:35
8782,1196,90,211,0,10,2026-05-30 01:02:35
8783,914,90,132,0,10,2026-05-30 01:02:35
8784,1735,90,24,0,10,2026-05-30 01:02:35
8785,399,90,148,0,10,2026-05-30 01:02:35
8786,1609,90,200,0,10,2026-05-30 01:02:35
8787,1236,90,97,0,10,2026-05-30 01:02:35
8788,1329,90,136,0,10,2026-05-30 01:02:35
8789,848,90,195,0,10,2026-05-30 01:02:35
8790,1605,90,298,0,10,2026-05-30 01:02:35
8791,1305,90,349,0,10,2026-05-30 01:02:35
8792,1150,90,382,0,10,2026-05-30 01:02:35
8793,801,90,300,0,10,2026-05-30 01:02:35
8794,140,90,48,0,10,2026-05-30 01:02:35
8795,1593,90,295,0,10,2026-05-30 01:02:35
8796,82,90,372,0,10,2026-05-30 01:02:35
8797,107,90,236,0,10,2026-05-30 01:02:35
8798,1056,90,123,0,10,2026-05-30 01:02:35
8799,1632,90,233,0,10,2026-05-30 01:02:35
8800,1396,90,310,0,10,2026-05-30 01:02:35
8801,225,90,415,0,10,2026-05-30 01:02:35
8802,1716,90,344,0,10,2026-05-30 01:02:35
8803,1032,90,284,0,10,2026-05-30 01:02:35
8804,1408,90,325,0,10,2026-05-30 01:02:35
8805,937,90,490,0,10,2026-05-30 01:02:35
8806,1272,90,75,0,10,2026-05-30 01:02:35
8807,509,90,490,0,10,2026-05-30 01:02:35
8808,685,90,72,0,10,2026-05-30 01:02:35
8809,328,90,191,0,10,2026-05-30 01:02:35
8810,1946,90,470,0,10,2026-05-30 01:02:35
8811,965,90,241,0,10,2026-05-30 01:02:35
8812,1861,90,448,0,10,2026-05-30 01:02:35
8813,1590,90,189,0,10,2026-05-30 01:02:35
8814,310,90,216,0,10,2026-05-30 01:02:35
8815,1043,90,387,0,10,2026-05-30 01:02:35
8816,1441,90,141,0,10,2026-05-30 01:02:35
8817,1497,90,308,0,10,2026-05-30 01:02:35
8818,54,90,574,0,10,2026-05-30 01:02:35
8819,1350,90,320,0,10,2026-05-30 01:02:35
8820,1938,90,143,0,10,2026-05-30 01:02:35
8821,1245,90,294,0,10,2026-05-30 01:02:35
8822,361,90,516,0,10,2026-05-30 01:02:35
8823,795,90,372,0,10,2026-05-30 01:02:35
8824,45,90,109,0,10,2026-05-30 01:02:35
8825,171,90,175,0,10,2026-05-30 01:02:35
8826,1898,90,545,0,10,2026-05-30 01:02:35
8827,254,90,146,0,10,2026-05-30 01:02:35
8828,1128,90,563,0,10,2026-05-30 01:02:35
8829,845,90,341,0,10,2026-05-30 01:02:35
8830,638,90,161,0,10,2026-05-30 01:02:35
8831,602,90,301,0,10,2026-05-30 01:02:35
8832,1292,90,207,0,10,2026-05-30 01:02:35
8833,1473,90,252,0,10,2026-05-30 01:02:35
8834,1155,90,248,0,10,2026-05-30 01:02:35
8835,1671,90,221,0,10,2026-05-30 01:02:35
8836,1397,90,25,0,10,2026-05-30 01:02:35
8837,123,90,133,0,10,2026-05-30 01:02:35
8838,778,90,437,0,10,2026-05-30 01:02:35
8839,1907,90,510,0,10,2026-05-30 01:02:35
8840,223,90,415,0,10,2026-05-30 01:02:35
8841,222,90,123,0,10,2026-05-30 01:02:35
8842,757,90,218,0,10,2026-05-30 01:02:35
8843,1423,90,204,0,10,2026-05-30 01:02:35
8844,807,90,504,0,10,2026-05-30 01:02:35
8845,697,90,195,0,10,2026-05-30 01:02:35
8846,1849,90,409,0,10,2026-05-30 01:02:35
8847,1369,90,527,0,10,2026-05-30 01:02:35
8848,65,90,410,0,10,2026-05-30 01:02:35
8849,345,90,417,0,10,2026-05-30 01:02:35
8850,1410,90,404,0,10,2026-05-30 01:02:35
8851,1440,90,267,0,10,2026-05-30 01:02:35
8852,1250,90,634,0,10,2026-05-30 01:02:35
8853,1034,90,421,0,10,2026-05-30 01:02:35
8854,1477,90,153,0,10,2026-05-30 01:02:35
8855,1864,90,264,0,10,2026-05-30 01:02:35
8856,940,90,226,0,10,2026-05-30 01:02:35
8857,657,91,281,0,10,2026-05-30 01:02:35
8858,1983,91,352,0,10,2026-05-30 01:02:35
8859,1166,91,145,0,10,2026-05-30 01:02:35
8860,585,91,407,0,10,2026-05-30 01:02:35
8861,916,91,187,0,10,2026-05-30 01:02:35
8862,537,91,503,0,10,2026-05-30 01:02:35
8863,189,91,119,0,10,2026-05-30 01:02:35
8864,87,91,384,0,10,2026-05-30 01:02:35
8865,573,91,394,0,10,2026-05-30 01:02:35
8866,36,91,201,0,10,2026-05-30 01:02:35
8867,767,91,208,0,10,2026-05-30 01:02:35
8868,793,91,234,0,10,2026-05-30 01:02:35
8869,1751,91,405,0,10,2026-05-30 01:02:35
8870,201,91,228,0,10,2026-05-30 01:02:35
8871,668,91,160,0,10,2026-05-30 01:02:35
8872,222,91,245,0,10,2026-05-30 01:02:35
8873,191,91,131,0,10,2026-05-30 01:02:35
8874,1398,91,143,0,10,2026-05-30 01:02:35
8875,326,91,173,0,10,2026-05-30 01:02:35
8876,380,91,196,0,10,2026-05-30 01:02:35
8877,1500,91,78,0,10,2026-05-30 01:02:35
8878,29,91,478,0,10,2026-05-30 01:02:35
8879,803,91,126,0,10,2026-05-30 01:02:35
8880,1512,91,254,0,10,2026-05-30 01:02:35
8881,100,91,575,0,10,2026-05-30 01:02:35
8882,1540,91,264,0,10,2026-05-30 01:02:35
8883,1118,91,213,0,10,2026-05-30 01:02:35
8884,1373,91,180,0,10,2026-05-30 01:02:35
8885,1972,91,158,0,10,2026-05-30 01:02:35
8886,122,91,224,0,10,2026-05-30 01:02:35
8887,852,91,354,0,10,2026-05-30 01:02:35
8888,1261,91,419,0,10,2026-05-30 01:02:35
8889,1657,91,323,0,10,2026-05-30 01:02:35
8890,734,91,201,0,10,2026-05-30 01:02:35
8891,1441,91,95,0,10,2026-05-30 01:02:35
8892,805,91,278,0,10,2026-05-30 01:02:35
8893,436,91,147,0,10,2026-05-30 01:02:35
8894,1390,91,207,0,10,2026-05-30 01:02:35
8895,1567,91,162,0,10,2026-05-30 01:02:35
8896,1706,91,380,0,10,2026-05-30 01:02:35
8897,1107,91,548,0,10,2026-05-30 01:02:35
8898,293,91,183,0,10,2026-05-30 01:02:35
8899,1442,91,134,0,10,2026-05-30 01:02:35
8900,626,91,211,0,10,2026-05-30 01:02:35
8901,1608,91,29,0,10,2026-05-30 01:02:35
8902,454,91,140,0,10,2026-05-30 01:02:35
8903,434,91,418,0,10,2026-05-30 01:02:35
8904,1677,91,355,0,10,2026-05-30 01:02:35
8905,924,91,224,0,10,2026-05-30 01:02:35
8906,975,91,232,0,10,2026-05-30 01:02:35
8907,1430,91,166,0,10,2026-05-30 01:02:35
8908,907,91,225,0,10,2026-05-30 01:02:35
8909,354,91,112,0,10,2026-05-30 01:02:35
8910,1114,91,400,0,10,2026-05-30 01:02:35
8911,1061,91,219,0,10,2026-05-30 01:02:35
8912,1944,91,272,0,10,2026-05-30 01:02:35
8913,1376,91,338,0,10,2026-05-30 01:02:35
8914,908,91,90,0,10,2026-05-30 01:02:35
8915,1487,91,278,0,10,2026-05-30 01:02:35
8916,1382,91,207,0,10,2026-05-30 01:02:35
8917,572,91,337,0,10,2026-05-30 01:02:35
8918,401,91,401,0,10,2026-05-30 01:02:35
8919,1667,91,337,0,10,2026-05-30 01:02:35
8920,686,91,227,0,10,2026-05-30 01:02:35
8921,674,91,150,0,10,2026-05-30 01:02:35
8922,1760,91,383,0,10,2026-05-30 01:02:35
8923,516,91,339,0,10,2026-05-30 01:02:35
8924,259,91,126,0,10,2026-05-30 01:02:35
8925,294,91,516,0,10,2026-05-30 01:02:35
8926,7,91,260,0,10,2026-05-30 01:02:35
8927,1186,91,165,0,10,2026-05-30 01:02:35
8928,1329,91,452,0,10,2026-05-30 01:02:35
8929,86,91,251,0,10,2026-05-30 01:02:35
8930,492,91,338,0,10,2026-05-30 01:02:35
8931,1339,91,427,0,10,2026-05-30 01:02:35
8932,773,91,323,0,10,2026-05-30 01:02:35
8933,1851,91,470,0,10,2026-05-30 01:02:35
8934,1168,91,309,0,10,2026-05-30 01:02:35
8935,207,91,190,0,10,2026-05-30 01:02:35
8936,1006,91,286,0,10,2026-05-30 01:02:35
8937,1098,91,242,0,10,2026-05-30 01:02:35
8938,219,91,245,0,10,2026-05-30 01:02:35
8939,1950,91,581,0,10,2026-05-30 01:02:35
8940,955,91,407,0,10,2026-05-30 01:02:35
8941,738,91,128,0,10,2026-05-30 01:02:35
8942,242,91,365,0,10,2026-05-30 01:02:35
8943,1644,91,298,0,10,2026-05-30 01:02:35
8944,159,91,241,0,10,2026-05-30 01:02:35
8945,1568,91,593,0,10,2026-05-30 01:02:35
8946,1133,91,357,0,10,2026-05-30 01:02:35
8947,1521,91,471,0,10,2026-05-30 01:02:35
8948,648,91,173,0,10,2026-05-30 01:02:35
8949,151,91,334,0,10,2026-05-30 01:02:35
8950,610,91,164,0,10,2026-05-30 01:02:35
8951,810,91,135,0,10,2026-05-30 01:02:35
8952,1109,91,320,0,10,2026-05-30 01:02:35
8953,1438,91,230,0,10,2026-05-30 01:02:35
8954,1506,91,260,0,10,2026-05-30 01:02:35
8955,467,91,381,0,10,2026-05-30 01:02:35
8956,1435,91,284,0,10,2026-05-30 01:02:35
8957,1343,91,533,0,10,2026-05-30 01:02:35
8958,1196,91,115,0,10,2026-05-30 01:02:35
8959,533,91,525,0,10,2026-05-30 01:02:35
8960,1842,91,362,0,10,2026-05-30 01:02:35
8961,906,92,39,0,10,2026-05-30 01:02:35
8962,508,92,493,0,10,2026-05-30 01:02:35
8963,1444,92,312,0,10,2026-05-30 01:02:35
8964,1460,92,248,0,10,2026-05-30 01:02:35
8965,1000,92,293,0,10,2026-05-30 01:02:35
8966,1471,92,224,0,10,2026-05-30 01:02:35
8967,1811,92,409,0,10,2026-05-30 01:02:35
8968,1677,92,535,0,10,2026-05-30 01:02:35
8969,1146,92,463,0,10,2026-05-30 01:02:35
8970,554,92,153,0,10,2026-05-30 01:02:35
8971,590,92,282,0,10,2026-05-30 01:02:35
8972,558,92,222,0,10,2026-05-30 01:02:35
8973,1831,92,60,0,10,2026-05-30 01:02:35
8974,270,92,231,0,10,2026-05-30 01:02:35
8975,711,92,216,0,10,2026-05-30 01:02:35
8976,309,92,284,0,10,2026-05-30 01:02:35
8977,60,92,119,0,10,2026-05-30 01:02:35
8978,1199,92,370,0,10,2026-05-30 01:02:35
8979,175,92,90,0,10,2026-05-30 01:02:35
8980,1739,92,322,0,10,2026-05-30 01:02:35
8981,233,92,154,0,10,2026-05-30 01:02:35
8982,1945,92,94,0,10,2026-05-30 01:02:35
8983,1634,92,176,0,10,2026-05-30 01:02:35
8984,1056,92,555,0,10,2026-05-30 01:02:35
8985,900,92,322,0,10,2026-05-30 01:02:35
8986,1654,92,61,0,10,2026-05-30 01:02:35
8987,265,92,196,0,10,2026-05-30 01:02:35
8988,27,92,252,0,10,2026-05-30 01:02:35
8989,931,92,341,0,10,2026-05-30 01:02:35
8990,572,92,191,0,10,2026-05-30 01:02:35
8991,38,92,389,0,10,2026-05-30 01:02:35
8992,84,92,497,0,10,2026-05-30 01:02:35
8993,5,92,176,0,10,2026-05-30 01:02:35
8994,1941,92,158,0,10,2026-05-30 01:02:35
8995,1944,92,326,0,10,2026-05-30 01:02:35
8996,1906,92,211,0,10,2026-05-30 01:02:35
8997,1880,92,278,0,10,2026-05-30 01:02:35
8998,70,92,149,0,10,2026-05-30 01:02:35
8999,1400,92,482,0,10,2026-05-30 01:02:35
9000,227,92,233,0,10,2026-05-30 01:02:35
9001,1822,92,227,0,10,2026-05-30 01:02:35
9002,1691,92,217,0,10,2026-05-30 01:02:35
9003,1356,92,210,0,10,2026-05-30 01:02:35
9004,1671,92,248,0,10,2026-05-30 01:02:35
9005,939,92,477,0,10,2026-05-30 01:02:35
9006,1423,92,647,0,10,2026-05-30 01:02:35
9007,445,92,420,0,10,2026-05-30 01:02:35
9008,1792,92,735,0,10,2026-05-30 01:02:35
9009,1163,92,124,0,10,2026-05-30 01:02:35
9010,821,92,213,0,10,2026-05-30 01:02:35
9011,1644,92,155,0,10,2026-05-30 01:02:35
9012,1843,92,684,0,10,2026-05-30 01:02:35
9013,566,92,486,0,10,2026-05-30 01:02:35
9014,1724,92,364,0,10,2026-05-30 01:02:35
9015,262,92,263,0,10,2026-05-30 01:02:35
9016,380,92,72,0,10,2026-05-30 01:02:35
9017,1814,92,181,0,10,2026-05-30 01:02:35
9018,301,92,183,0,10,2026-05-30 01:02:35
9019,454,92,294,0,10,2026-05-30 01:02:35
9020,1184,92,126,0,10,2026-05-30 01:02:35
9021,1379,92,364,0,10,2026-05-30 01:02:35
9022,611,92,445,0,10,2026-05-30 01:02:35
9023,967,92,178,0,10,2026-05-30 01:02:35
9024,177,92,477,0,10,2026-05-30 01:02:35
9025,764,92,343,0,10,2026-05-30 01:02:35
9026,218,92,61,0,10,2026-05-30 01:02:35
9027,1973,92,91,0,10,2026-05-30 01:02:35
9028,419,92,367,0,10,2026-05-30 01:02:35
9029,1710,92,242,0,10,2026-05-30 01:02:35
9030,1661,92,291,0,10,2026-05-30 01:02:35
9031,1388,92,335,0,10,2026-05-30 01:02:35
9032,1939,92,382,0,10,2026-05-30 01:02:35
9033,1749,92,469,0,10,2026-05-30 01:02:35
9034,1200,92,383,0,10,2026-05-30 01:02:35
9035,1363,92,306,0,10,2026-05-30 01:02:35
9036,1117,92,265,0,10,2026-05-30 01:02:35
9037,108,92,454,0,10,2026-05-30 01:02:35
9038,1288,92,373,0,10,2026-05-30 01:02:35
9039,1243,92,471,0,10,2026-05-30 01:02:35
9040,1249,92,111,0,10,2026-05-30 01:02:35
9041,68,92,307,0,10,2026-05-30 01:02:35
9042,1483,92,98,0,10,2026-05-30 01:02:35
9043,1738,92,113,0,10,2026-05-30 01:02:35
9044,980,92,204,0,10,2026-05-30 01:02:35
9045,1415,92,203,0,10,2026-05-30 01:02:35
9046,1112,92,413,0,10,2026-05-30 01:02:35
9047,205,92,224,0,10,2026-05-30 01:02:35
9048,1172,92,396,0,10,2026-05-30 01:02:35
9049,1755,92,97,0,10,2026-05-30 01:02:35
9050,1021,92,255,0,10,2026-05-30 01:02:35
9051,198,92,121,0,10,2026-05-30 01:02:35
9052,1230,92,371,0,10,2026-05-30 01:02:35
9053,1422,92,201,0,10,2026-05-30 01:02:35
9054,332,92,126,0,10,2026-05-30 01:02:35
9055,1275,92,160,0,10,2026-05-30 01:02:35
9056,357,92,360,0,10,2026-05-30 01:02:35
9057,390,92,190,0,10,2026-05-30 01:02:35
9058,1553,92,415,0,10,2026-05-30 01:02:35
9059,330,92,127,0,10,2026-05-30 01:02:35
9060,1139,92,189,0,10,2026-05-30 01:02:35
9061,1047,92,580,0,10,2026-05-30 01:02:35
9062,1968,93,26,0,10,2026-05-30 01:02:35
9063,747,93,415,0,10,2026-05-30 01:02:35
9064,1716,93,239,0,10,2026-05-30 01:02:35
9065,1469,93,99,0,10,2026-05-30 01:02:35
9066,1144,93,367,0,10,2026-05-30 01:02:35
9067,349,93,325,0,10,2026-05-30 01:02:35
9068,437,93,51,0,10,2026-05-30 01:02:35
9069,1871,93,380,0,10,2026-05-30 01:02:35
9070,491,93,233,0,10,2026-05-30 01:02:35
9071,988,93,294,0,10,2026-05-30 01:02:35
9072,1664,93,227,0,10,2026-05-30 01:02:35
9073,1977,93,347,0,10,2026-05-30 01:02:35
9074,307,93,48,0,10,2026-05-30 01:02:35
9075,1043,93,269,0,10,2026-05-30 01:02:35
9076,903,93,361,0,10,2026-05-30 01:02:35
9077,65,93,83,0,10,2026-05-30 01:02:35
9078,1071,93,433,0,10,2026-05-30 01:02:35
9079,642,93,244,0,10,2026-05-30 01:02:35
9080,281,93,364,0,10,2026-05-30 01:02:35
9081,1005,93,407,0,10,2026-05-30 01:02:35
9082,23,93,643,0,10,2026-05-30 01:02:35
9083,1153,93,266,0,10,2026-05-30 01:02:35
9084,470,93,315,0,10,2026-05-30 01:02:35
9085,397,93,261,0,10,2026-05-30 01:02:35
9086,684,93,396,0,10,2026-05-30 01:02:35
9087,1952,93,372,0,10,2026-05-30 01:02:35
9088,147,93,211,0,10,2026-05-30 01:02:35
9089,1936,93,566,0,10,2026-05-30 01:02:35
9090,1479,93,210,0,10,2026-05-30 01:02:35
9091,74,93,151,0,10,2026-05-30 01:02:35
9092,449,93,92,0,10,2026-05-30 01:02:35
9093,1995,93,473,0,10,2026-05-30 01:02:35
9094,1124,93,312,0,10,2026-05-30 01:02:35
9095,618,93,245,0,10,2026-05-30 01:02:35
9096,773,93,150,0,10,2026-05-30 01:02:35
9097,602,93,152,0,10,2026-05-30 01:02:35
9098,795,93,297,0,10,2026-05-30 01:02:35
9099,480,93,204,0,10,2026-05-30 01:02:35
9100,1976,93,217,0,10,2026-05-30 01:02:35
9101,1528,93,60,0,10,2026-05-30 01:02:35
9102,673,93,648,0,10,2026-05-30 01:02:35
9103,1420,93,420,0,10,2026-05-30 01:02:35
9104,1816,93,120,0,10,2026-05-30 01:02:35
9105,431,93,368,0,10,2026-05-30 01:02:35
9106,1065,93,352,0,10,2026-05-30 01:02:35
9107,1584,93,88,0,10,2026-05-30 01:02:35
9108,1408,93,481,0,10,2026-05-30 01:02:35
9109,187,93,741,0,10,2026-05-30 01:02:35
9110,447,93,43,0,10,2026-05-30 01:02:35
9111,1300,93,139,0,10,2026-05-30 01:02:35
9112,236,93,164,0,10,2026-05-30 01:02:35
9113,839,93,228,0,10,2026-05-30 01:02:35
9114,1047,93,374,0,10,2026-05-30 01:02:35
9115,1020,93,425,0,10,2026-05-30 01:02:35
9116,765,93,214,0,10,2026-05-30 01:02:35
9117,1409,93,267,0,10,2026-05-30 01:02:35
9118,931,93,250,0,10,2026-05-30 01:02:35
9119,324,93,137,0,10,2026-05-30 01:02:35
9120,1177,93,241,0,10,2026-05-30 01:02:35
9121,1485,93,314,0,10,2026-05-30 01:02:35
9122,851,93,372,0,10,2026-05-30 01:02:35
9123,1887,93,345,0,10,2026-05-30 01:02:35
9124,417,93,366,0,10,2026-05-30 01:02:35
9125,648,93,317,0,10,2026-05-30 01:02:35
9126,1027,93,79,0,10,2026-05-30 01:02:35
9127,958,93,432,0,10,2026-05-30 01:02:35
9128,118,93,311,0,10,2026-05-30 01:02:35
9129,223,93,268,0,10,2026-05-30 01:02:35
9130,275,93,81,0,10,2026-05-30 01:02:35
9131,719,93,164,0,10,2026-05-30 01:02:35
9132,202,93,321,0,10,2026-05-30 01:02:35
9133,1531,93,207,0,10,2026-05-30 01:02:35
9134,655,93,252,0,10,2026-05-30 01:02:35
