order_item_id,order_id,product_id,quantity,unit_price,discount_percent,discount_amount,net_price
14931,4855,594,5,29.00,0.0306,0.89,140.55
14932,8649,594,3,29.00,0.0288,0.84,84.48
14933,10756,594,2,29.00,0.0649,1.88,54.24
14934,11282,594,3,29.00,0.2189,6.35,67.95
14935,11506,594,5,29.00,0.0915,2.65,131.75
14936,11756,594,4,29.00,0.3108,9.01,79.96
14937,13388,594,3,29.00,0.0784,2.27,80.19
14938,15755,594,4,29.00,0.0863,2.50,106.00
14939,16290,594,2,29.00,0.0581,1.68,54.64
14940,17566,594,2,29.00,0.0573,1.66,54.68
14941,19137,594,2,29.00,0.0474,1.37,55.26
14942,20567,594,4,29.00,0.0454,1.32,110.72
14943,20856,594,3,29.00,0.0599,1.74,81.78
14944,22710,594,3,29.00,0.1338,3.88,75.36
14945,26673,594,1,29.00,0.0433,1.26,27.74
14946,27232,594,1,29.00,0.2119,6.15,22.85
14947,30404,594,1,29.00,0.0443,1.28,27.72
14948,31091,594,4,29.00,0.1939,5.62,93.52
14949,32616,594,1,29.00,0.0371,1.08,27.92
14950,39091,594,2,29.00,0.0438,1.27,55.46
14951,39127,594,3,29.00,0.0233,0.68,84.96
14952,39805,594,5,29.00,0.0053,0.15,144.25
14953,40054,594,4,29.00,0.2562,7.43,86.28
14954,40064,594,2,29.00,0.2277,6.60,44.80
14955,42383,594,5,29.00,0.0654,1.90,135.50
14956,42913,594,4,29.00,0.1840,5.34,94.64
14957,46922,594,5,29.00,0.0839,2.43,132.85
14958,238,595,4,119.00,0.0239,2.84,464.64
14959,4478,595,5,119.00,0.1802,21.44,487.80
14960,9334,595,2,119.00,0.0642,7.64,222.72
14961,11208,595,2,119.00,0.0781,9.29,219.42
14962,11491,595,3,119.00,0.0705,8.39,331.83
14963,11984,595,2,119.00,0.1570,18.68,200.64
14964,12000,595,3,119.00,0.0363,4.32,344.04
14965,14162,595,4,119.00,0.0525,6.25,451.00
14966,20092,595,5,119.00,0.0141,1.68,586.60
14967,20663,595,4,119.00,0.0032,0.38,474.48
14968,20823,595,1,119.00,0.0856,10.19,108.81
14969,21905,595,3,119.00,0.1426,16.97,306.09
14970,21952,595,4,119.00,0.0383,4.56,457.76
14971,22025,595,5,119.00,0.1467,17.46,507.70
14972,22721,595,3,119.00,0.1111,13.22,317.34
14973,25975,595,1,119.00,0.0657,7.82,111.18
14974,27439,595,5,119.00,0.0166,1.98,585.10
14975,27997,595,5,119.00,0.1845,21.96,485.20
14976,28266,595,1,119.00,0.1790,21.30,97.70
14977,29106,595,4,119.00,0.2166,25.78,372.88
14978,29192,595,4,119.00,0.0708,8.43,442.28
14979,34566,595,3,119.00,0.0574,6.83,336.51
14980,34981,595,1,119.00,0.0718,8.54,110.46
14981,35611,595,4,119.00,0.0528,6.28,450.88
14982,40053,595,5,119.00,0.1397,16.62,511.90
14983,40478,595,4,119.00,0.2027,24.12,379.52
14984,40960,595,5,119.00,0.0490,5.83,565.85
14985,43836,595,3,119.00,0.0363,4.32,344.04
14986,46067,595,2,119.00,0.2049,24.38,189.24
14987,147,596,4,80.00,0.1624,12.99,268.04
14988,3261,596,5,80.00,0.0703,5.62,371.90
14989,4598,596,5,80.00,0.0699,5.59,372.05
14990,8716,596,5,80.00,0.1087,8.70,356.50
14991,14206,596,4,80.00,0.1360,10.88,276.48
14992,16029,596,4,80.00,0.1524,12.19,271.24
14993,27273,596,5,80.00,0.0346,2.77,386.15
14994,28344,596,2,80.00,0.0037,0.30,159.40
14995,28407,596,5,80.00,0.0451,3.61,381.95
14996,29365,596,5,80.00,0.0361,2.89,385.55
14997,31762,596,2,80.00,0.0418,3.34,153.32
14998,33587,596,3,80.00,NULL,NULL,240.00
14999,36827,596,1,80.00,0.0659,5.27,74.73
15000,46600,596,4,80.00,0.0473,3.78,304.88
15001,47366,596,5,80.00,0.3125,25.00,275.00
15002,49367,596,1,80.00,0.2111,16.89,63.11
15003,2859,597,1,45.00,0.0958,4.31,40.69
15004,3088,597,3,45.00,0.0637,2.87,126.39
15005,3364,597,3,45.00,0.0643,2.89,126.33
15006,6806,597,1,45.00,0.0899,4.05,40.95
15007,7106,597,2,45.00,0.0006,0.03,89.94
15008,7738,597,2,45.00,0.0302,1.36,87.28
15009,8725,597,1,45.00,0.1063,4.78,40.22
15010,9114,597,5,45.00,0.0151,0.68,221.60
15011,10134,597,2,45.00,0.0517,2.33,85.34
15012,10631,597,2,45.00,0.0905,4.07,81.86
15013,13877,597,5,45.00,0.1869,8.41,182.95
15014,13907,597,4,45.00,0.0698,3.14,167.44
15015,14364,597,4,45.00,0.0802,3.61,165.56
15016,16139,597,2,45.00,0.0440,1.98,86.04
15017,17026,597,1,45.00,0.0476,2.14,42.86
15018,18058,597,3,45.00,0.0323,1.45,130.65
15019,19244,597,2,45.00,0.0880,3.96,82.08
15020,21361,597,1,45.00,0.0615,2.77,42.23
15021,22199,597,5,45.00,0.0008,0.04,224.80
15022,22268,597,3,45.00,0.1411,6.35,115.95
15023,23780,597,5,45.00,0.2067,9.30,178.50
15024,24880,597,3,45.00,0.0118,0.53,133.41
15025,25266,597,3,45.00,0.0077,0.35,133.95
15026,30269,597,3,45.00,0.0922,4.15,122.55
15027,32017,597,3,45.00,0.0357,1.61,130.17
15028,34421,597,4,45.00,0.1690,7.61,149.56
15029,38974,597,3,45.00,0.0225,1.01,131.97
15030,40677,597,1,45.00,0.0708,3.19,41.81
15031,42190,597,5,45.00,0.0743,3.34,208.30
15032,42988,597,2,45.00,0.0699,3.15,83.70
15033,43323,597,1,45.00,0.0024,0.11,44.89
15034,47211,597,2,45.00,0.1894,8.52,72.96
15035,48227,597,2,45.00,0.1310,5.90,78.20
15036,48746,597,4,45.00,0.2032,9.14,143.44
15037,2347,598,3,45.00,0.0979,4.41,121.77
15038,5538,598,3,45.00,0.0407,1.83,129.51
15039,5772,598,2,45.00,0.0071,0.32,89.36
15040,16104,598,4,45.00,0.0673,3.03,167.88
15041,16582,598,3,45.00,0.1070,4.81,120.57
15042,17901,598,3,45.00,0.0096,0.43,133.71
15043,19387,598,4,45.00,0.0936,4.21,163.16
15044,25028,598,3,45.00,0.0848,3.82,123.54
15045,28662,598,5,45.00,0.0116,0.52,222.40
15046,30224,598,2,45.00,0.0760,3.42,83.16
15047,31884,598,1,45.00,0.1494,6.72,38.28
15048,32248,598,1,45.00,0.0393,1.77,43.23
15049,39563,598,3,45.00,0.1440,6.48,115.56
15050,43214,598,1,45.00,0.0766,3.45,41.55
15051,43377,598,4,45.00,0.1480,6.66,153.36
15052,43756,598,2,45.00,0.1707,7.68,74.64
15053,45362,598,3,45.00,0.2142,9.64,106.08
15054,47806,598,1,45.00,0.1470,6.61,38.39
15055,49835,598,1,45.00,0.0011,0.05,44.95
15056,3113,599,4,235.00,0.0365,8.58,905.68
15057,5954,599,2,235.00,0.0930,21.86,426.28
15058,6099,599,4,235.00,0.0880,20.68,857.28
15059,9426,599,2,235.00,0.0594,13.96,442.08
15060,10182,599,2,235.00,0.0535,12.57,444.86
15061,10594,599,4,235.00,0.1791,42.09,771.64
15062,12706,599,2,235.00,0.0246,5.78,458.44
15063,15940,599,5,235.00,0.2831,66.53,842.35
15064,18791,599,1,235.00,0.0308,7.24,227.76
15065,19483,599,2,235.00,0.0346,8.13,453.74
15066,19602,599,5,235.00,0.0191,4.49,1152.55
15067,20244,599,5,235.00,0.0991,23.29,1058.55
15068,20882,599,4,235.00,0.0450,10.58,897.68
15069,21885,599,4,235.00,0.0930,21.86,852.56
15070,22733,599,3,235.00,0.1333,31.33,611.01
15071,23239,599,1,235.00,0.0617,14.50,220.50
15072,26370,599,5,235.00,0.0693,16.29,1093.55
15073,28766,599,1,235.00,0.2270,53.35,181.65
15074,28888,599,4,235.00,0.1778,41.78,772.88
15075,29450,599,1,235.00,0.1495,35.13,199.87
15076,31628,599,1,235.00,0.0517,12.15,222.85
15077,31701,599,4,235.00,0.0234,5.50,918.00
15078,34132,599,2,235.00,0.3013,70.81,328.38
15079,34969,599,3,235.00,0.0140,3.29,695.13
15080,35325,599,1,235.00,0.0636,14.95,220.05
15081,35729,599,1,235.00,0.0024,0.56,234.44
15082,40889,599,4,235.00,0.2859,67.19,671.24
15083,46935,599,5,235.00,0.0597,14.03,1104.85
15084,49041,599,1,235.00,0.1540,36.19,198.81
15085,1668,600,1,50.00,0.0200,1.00,49.00
15086,3750,600,5,50.00,0.0298,1.49,242.55
15087,4204,600,1,50.00,0.0954,4.77,45.23
15088,5537,600,3,50.00,0.0448,2.24,143.28
15089,6227,600,3,50.00,0.0345,1.73,144.81
15090,7259,600,4,50.00,0.1604,8.02,167.92
15091,10816,600,4,50.00,0.0272,1.36,194.56
15092,11013,600,4,50.00,0.0441,2.21,191.16
15093,12203,600,5,50.00,0.0638,3.19,234.05
15094,12658,600,1,50.00,0.0355,1.78,48.22
15095,15363,600,2,50.00,0.0850,4.25,91.50
15096,15728,600,2,50.00,0.1588,7.94,84.12
15097,16550,600,2,50.00,0.1442,7.21,85.58
15098,17714,600,4,50.00,0.0607,3.03,187.88
15099,23143,600,1,50.00,0.0398,1.99,48.01
15100,26009,600,5,50.00,0.0606,3.03,234.85
15101,29590,600,4,50.00,0.0765,3.83,184.68
15102,31903,600,2,50.00,0.1653,8.27,83.46
15103,32478,600,1,50.00,0.0041,0.21,49.79
15104,36885,600,2,50.00,0.0871,4.35,91.30
15105,40251,600,2,50.00,0.0802,4.01,91.98
15106,42903,600,5,50.00,0.0101,0.51,247.45
15107,44489,600,5,50.00,0.0623,3.12,234.40
15108,45527,600,4,50.00,0.1078,5.39,178.44
15109,47118,600,4,50.00,0.0429,2.15,191.40
15110,48797,600,3,50.00,0.0356,1.78,144.66
15111,49357,600,4,50.00,0.0374,1.87,192.52
15112,1788,601,3,169.00,0.0333,5.63,490.11
15113,5395,601,4,169.00,0.0478,8.08,643.68
15114,5509,601,4,169.00,0.0623,10.53,633.88
15115,8690,601,3,169.00,0.0484,8.18,482.46
15116,8940,601,3,169.00,0.0527,8.91,480.27
15117,10860,601,1,169.00,0.1459,24.66,144.34
15118,14950,601,1,169.00,0.0951,16.07,152.93
15119,20324,601,3,169.00,0.1723,29.12,419.64
15120,22027,601,2,169.00,0.0050,0.85,336.30
15121,23830,601,3,169.00,0.0199,3.36,496.92
15122,27690,601,1,169.00,0.1647,27.83,141.17
15123,27861,601,5,169.00,0.0482,8.15,804.25
15124,33188,601,1,169.00,0.0984,16.63,152.37
15125,36245,601,2,169.00,0.0935,15.80,306.40
15126,40819,601,4,169.00,0.3798,64.19,419.24
15127,44724,601,5,169.00,0.0573,9.68,796.60
15128,45001,601,2,169.00,0.1916,32.38,273.24
15129,45628,601,4,169.00,0.0685,11.58,629.68
15130,47780,601,2,169.00,0.0877,14.82,308.36
15131,492,602,3,115.00,0.0011,0.13,344.61
15132,2954,602,4,115.00,0.0972,11.18,415.28
15133,3096,602,2,115.00,0.0693,7.97,214.06
15134,7156,602,5,115.00,0.1894,21.78,466.10
15135,8485,602,4,115.00,0.0515,5.92,436.32
15136,12121,602,2,115.00,0.0596,6.85,216.30
15137,15106,602,2,115.00,0.0875,10.06,209.88
15138,21010,602,5,115.00,0.0299,3.44,557.80
15139,24355,602,2,115.00,0.2366,27.21,175.58
15140,29563,602,1,115.00,0.0734,8.44,106.56
15141,29969,602,3,115.00,0.0024,0.28,344.16
15142,31818,602,1,115.00,0.0166,1.91,113.09
15143,32551,602,4,115.00,0.0227,2.61,449.56
15144,34649,602,2,115.00,0.0494,5.68,218.64
15145,35243,602,1,115.00,0.3209,36.90,78.10
15146,38386,602,5,115.00,0.0338,3.89,555.55
15147,38761,602,3,115.00,0.0324,3.73,333.81
15148,40918,602,2,115.00,0.0902,10.37,209.26
15149,46383,602,5,115.00,0.0867,9.97,525.15
15150,751,603,4,269.00,0.1520,40.89,912.44
15151,2827,603,5,269.00,0.3538,95.17,869.15
15152,3954,603,2,269.00,0.2246,60.42,417.16
15153,6423,603,3,269.00,0.0844,22.70,738.90
15154,8005,603,2,269.00,0.0732,19.69,498.62
15155,8307,603,2,269.00,0.0061,1.64,534.72
15156,10853,603,5,269.00,0.0433,11.65,1286.75
15157,11758,603,4,269.00,0.0642,17.27,1006.92
15158,14465,603,3,269.00,0.0422,11.35,772.95
15159,14899,603,1,269.00,0.0776,20.87,248.13
15160,15176,603,3,269.00,0.0513,13.80,765.60
15161,15509,603,2,269.00,0.0419,11.27,515.46
15162,25197,603,2,269.00,0.0846,22.76,492.48
15163,26320,603,5,269.00,0.3070,82.58,932.10
15164,27386,603,5,269.00,0.0988,26.58,1212.10
15165,29492,603,5,269.00,0.2046,55.04,1069.80
15166,32306,603,5,269.00,0.1278,34.38,1173.10
15167,32970,603,2,269.00,0.1226,32.98,472.04
15168,33425,603,2,269.00,0.0831,22.35,493.30
15169,34336,603,2,269.00,0.0561,15.09,507.82
15170,38725,603,4,269.00,0.3099,83.36,742.56
15171,39710,603,5,269.00,0.0679,18.27,1253.65
15172,41444,603,2,269.00,0.0624,16.79,504.42
15173,43645,603,4,269.00,0.1672,44.98,896.08
15174,1370,604,4,220.00,0.0024,0.53,877.88
15175,2402,604,5,220.00,0.0196,4.31,1078.45
15176,7384,604,1,220.00,0.3541,77.90,142.10
15177,12098,604,3,220.00,0.0001,0.02,659.94
15178,12333,604,1,220.00,0.0332,7.30,212.70
15179,14217,604,2,220.00,0.0413,9.09,421.82
15180,14651,604,2,220.00,0.0704,15.49,409.02
15181,16300,604,1,220.00,0.1124,24.73,195.27
15182,18207,604,5,220.00,0.0813,17.89,1010.55
15183,24622,604,2,220.00,0.0459,10.10,419.80
15184,27477,604,5,220.00,0.0089,1.96,1090.20
15185,28201,604,5,220.00,0.0332,7.30,1063.50
15186,28314,604,3,220.00,0.1787,39.31,542.07
15187,28998,604,1,220.00,0.3174,69.83,150.17
15188,31275,604,4,220.00,0.0621,13.66,825.36
15189,33867,604,3,220.00,0.0862,18.96,603.12
15190,35007,604,5,220.00,0.0809,17.80,1011.00
15191,35179,604,2,220.00,0.0991,21.80,396.40
15192,35708,604,4,220.00,0.0960,21.12,795.52
15193,38117,604,2,220.00,0.0802,17.64,404.72
15194,39914,604,1,220.00,0.0323,7.11,212.89
15195,40232,604,5,220.00,0.0008,0.18,1099.10
15196,43573,604,3,220.00,0.0731,16.08,611.76
15197,44488,604,2,220.00,0.0263,5.79,428.42
15198,45815,604,2,220.00,0.0927,20.39,399.22
15199,45881,604,1,220.00,0.0411,9.04,210.96
15200,46458,604,4,220.00,0.1493,32.85,748.60
15201,46485,604,1,220.00,0.0151,3.32,216.68
15202,3198,605,2,90.00,0.1723,15.51,148.98
15203,6007,605,1,90.00,0.0741,6.67,83.33
15204,9127,605,4,90.00,0.0080,0.72,357.12
15205,10705,605,4,90.00,0.0402,3.62,345.52
15206,10927,605,5,90.00,0.0377,3.39,433.05
15207,11210,605,5,90.00,0.1174,10.57,397.15
15208,15225,605,1,90.00,0.0330,2.97,87.03
15209,25509,605,4,90.00,0.2822,25.40,258.40
15210,25874,605,1,90.00,0.0538,4.84,85.16
15211,28019,605,4,90.00,0.1565,14.09,303.64
15212,29010,605,2,90.00,0.1902,17.12,145.76
15213,30812,605,1,90.00,0.0825,7.43,82.57
15214,30954,605,2,90.00,0.1969,17.72,144.56
15215,33166,605,3,90.00,0.3630,32.67,171.99
15216,33725,605,5,90.00,0.1125,10.13,399.35
15217,34645,605,3,90.00,0.0165,1.49,265.53
15218,34698,605,1,90.00,0.0595,5.36,84.64
15219,42422,605,2,90.00,0.0303,2.73,174.54
15220,42445,605,3,90.00,0.1222,11.00,237.00
15221,44155,605,2,90.00,0.0522,4.70,170.60
15222,1682,606,5,659.00,0.0819,53.97,3025.15
15223,2994,606,1,659.00,0.0116,7.64,651.36
15224,3047,606,2,659.00,0.0840,55.36,1207.28
15225,4159,606,3,659.00,0.0918,60.50,1795.50
15226,6813,606,5,659.00,0.1742,114.80,2721.00
15227,8131,606,1,659.00,0.1096,72.23,586.77
15228,8821,606,2,659.00,0.0488,32.16,1253.68
15229,10393,606,4,659.00,0.0106,6.99,2608.04
15230,10578,606,5,659.00,0.0803,52.92,3030.40
15231,10891,606,1,659.00,0.0240,15.82,643.18
15232,12867,606,1,659.00,0.2004,132.06,526.94
15233,13358,606,5,659.00,0.0232,15.29,3218.55
15234,13548,606,5,659.00,0.0343,22.60,3182.00
15235,18161,606,3,659.00,0.1158,76.31,1748.07
15236,19318,606,3,659.00,0.0287,18.91,1920.27
15237,22026,606,3,659.00,0.3573,235.46,1270.62
15238,24969,606,2,659.00,0.2362,155.66,1006.68
15239,27165,606,5,659.00,0.1430,94.24,2823.80
15240,27834,606,3,659.00,0.0596,39.28,1859.16
15241,29029,606,4,659.00,0.0830,54.70,2417.20
15242,30439,606,4,659.00,0.1219,80.33,2314.68
15243,36417,606,2,659.00,0.0092,6.06,1305.88
15244,39235,606,1,659.00,0.1340,88.31,570.69
15245,41434,606,2,659.00,0.0652,42.97,1232.06
15246,42609,606,3,659.00,0.0668,44.02,1844.94
15247,44828,606,2,659.00,0.3077,202.77,912.46
15248,46189,606,2,659.00,0.0530,34.93,1248.14
15249,308,607,2,165.00,0.0420,6.93,316.14
15250,983,607,1,165.00,0.1818,30.00,135.00
15251,4098,607,2,165.00,0.0694,11.45,307.10
15252,4135,607,1,165.00,0.0339,5.59,159.41
15253,7119,607,5,165.00,0.0865,14.27,753.65
15254,8611,607,4,165.00,0.0663,10.94,616.24
15255,8677,607,5,165.00,0.0508,8.38,783.10
15256,12964,607,3,165.00,0.2430,40.10,374.70
15257,13560,607,4,165.00,0.0084,1.39,654.44
15258,13823,607,5,165.00,0.0927,15.30,748.50
15259,19759,607,5,165.00,0.2121,35.00,650.00
15260,20204,607,1,165.00,0.2392,39.47,125.53
15261,20418,607,4,165.00,0.2941,48.53,465.88
15262,21670,607,3,165.00,0.1959,32.32,398.04
15263,24280,607,2,165.00,0.0048,0.79,328.42
15264,26272,607,2,165.00,0.0569,9.39,311.22
15265,27217,607,1,165.00,0.0818,13.50,151.50
15266,29080,607,5,165.00,0.0833,13.74,756.30
15267,29611,607,1,165.00,0.2191,36.15,128.85
15268,32727,607,4,165.00,0.0063,1.04,655.84
15269,33585,607,4,165.00,0.0655,10.81,616.76
15270,34439,607,3,165.00,0.0499,8.23,470.31
15271,35894,607,4,165.00,0.0001,0.02,659.92
15272,40942,607,3,165.00,0.2780,45.87,357.39
15273,41485,607,3,165.00,0.2443,40.31,374.07
15274,41916,607,2,165.00,0.0929,15.33,299.34
15275,48114,607,5,165.00,0.3015,49.75,576.25
15276,49735,607,5,165.00,0.0609,10.05,774.75
15277,49865,607,1,165.00,0.0042,0.69,164.31
15278,3349,608,4,1025.00,0.0434,44.49,3922.04
15279,7365,608,1,1025.00,0.1616,165.64,859.36
15280,9438,608,4,1025.00,0.0640,65.60,3837.60
15281,12229,608,2,1025.00,0.2368,242.72,1564.56
15282,16364,608,3,1025.00,0.0911,93.38,2794.86
15283,19321,608,1,1025.00,0.0854,87.54,937.46
15284,20002,608,2,1025.00,0.0401,41.10,1967.80
15285,24130,608,4,1025.00,0.0138,14.15,4043.40
15286,25317,608,3,1025.00,0.0689,70.62,2863.14
15287,25910,608,4,1025.00,0.0540,55.35,3878.60
15288,26153,608,3,1025.00,0.3814,390.94,1902.18
15289,27451,608,3,1025.00,0.0028,2.87,3066.39
15290,31074,608,1,1025.00,0.0521,53.40,971.60
15291,31666,608,5,1025.00,0.0205,21.01,5019.95
15292,32975,608,5,1025.00,0.0953,97.68,4636.60
15293,35688,608,2,1025.00,0.0489,50.12,1949.76
15294,37988,608,2,1025.00,0.0689,70.62,1908.76
15295,38066,608,1,1025.00,0.2450,251.13,773.87
15296,40488,608,3,1025.00,0.0866,88.77,2808.69
15297,42359,608,5,1025.00,0.1410,144.52,4402.40
15298,42484,608,3,1025.00,0.0380,38.95,2958.15
15299,47661,608,2,1025.00,0.0426,43.67,1962.66
15300,48503,608,3,1025.00,0.0736,75.44,2848.68
15301,100,609,2,325.00,0.0897,29.15,591.70
15302,610,609,2,325.00,0.0851,27.66,594.68
15303,2165,609,2,325.00,0.1068,34.71,580.58
15304,3876,609,4,325.00,0.2498,81.19,975.24
15305,4911,609,5,325.00,0.0691,22.46,1512.70
15306,5753,609,3,325.00,0.1718,55.84,807.48
15307,6140,609,3,325.00,0.2111,68.61,769.17
15308,7989,609,2,325.00,0.2312,75.14,499.72
15309,11324,609,2,325.00,0.0715,23.24,603.52
15310,12300,609,2,325.00,0.0753,24.47,601.06
15311,14524,609,2,325.00,0.1834,59.61,530.78
15312,15822,609,5,325.00,0.0792,25.74,1496.30
15313,18687,609,3,325.00,0.2458,79.88,735.36
15314,19231,609,1,325.00,0.0419,13.62,311.38
15315,19815,609,1,325.00,0.1872,60.84,264.16
15316,19937,609,2,325.00,0.0519,16.87,616.26
15317,19969,609,1,325.00,0.2189,71.14,253.86
15318,20346,609,2,325.00,0.0190,6.18,637.64
15319,21236,609,3,325.00,0.2468,80.21,734.37
15320,23850,609,3,325.00,0.2140,69.55,766.35
15321,24641,609,4,325.00,0.0137,4.45,1282.20
15322,24868,609,4,325.00,0.0223,7.25,1271.00
15323,25612,609,3,325.00,0.0014,0.46,973.62
15324,28195,609,3,325.00,0.0733,23.82,903.54
15325,28326,609,3,325.00,0.1024,33.28,875.16
15326,31031,609,2,325.00,0.0323,10.50,629.00
15327,33080,609,2,325.00,0.0675,21.94,606.12
15328,39007,609,3,325.00,0.0773,25.12,899.64
15329,39295,609,2,325.00,0.0741,24.08,601.84
15330,41723,609,3,325.00,0.0687,22.33,908.01
15331,43159,609,3,325.00,0.0123,4.00,963.00
15332,43514,609,1,325.00,0.0604,19.63,305.37
15333,44542,609,4,325.00,0.0180,5.85,1276.60
15334,44560,609,4,325.00,0.0164,5.33,1278.68
15335,46165,609,5,325.00,0.0396,12.87,1560.65
15336,362,610,3,60.00,0.0099,0.59,178.23
15337,7882,610,2,60.00,0.0179,1.07,117.86
15338,12734,610,2,60.00,0.0459,2.75,114.50
15339,13604,610,4,60.00,0.1778,10.67,197.32
15340,13664,610,4,60.00,0.0164,0.98,236.08
15341,14607,610,2,60.00,0.0549,3.29,113.42
15342,16341,610,3,60.00,0.0504,3.02,170.94
15343,17185,610,5,60.00,0.0963,5.78,271.10
15344,21467,610,3,60.00,0.0249,1.49,175.53
15345,25158,610,3,60.00,0.0487,2.92,171.24
15346,25591,610,3,60.00,0.1172,7.03,158.91
15347,26123,610,3,60.00,0.1139,6.83,159.51
15348,26713,610,2,60.00,0.1711,10.27,99.46
15349,28088,610,1,60.00,0.0812,4.87,55.13
15350,35831,610,2,60.00,0.2166,13.00,94.00
15351,42189,610,4,60.00,0.0309,1.85,232.60
15352,44070,610,4,60.00,0.1806,10.84,196.64
15353,44375,610,5,60.00,0.1320,7.92,260.40
15354,45509,610,4,60.00,0.0806,4.84,220.64
15355,46668,610,5,60.00,0.0453,2.72,286.40
15356,46985,610,4,60.00,0.0463,2.78,228.88
15357,47729,610,5,60.00,0.0832,4.99,275.05
15358,342,611,4,140.00,0.0675,9.45,522.20
15359,343,611,3,140.00,0.2505,35.07,314.79
15360,4182,611,2,140.00,0.0682,9.55,260.90
15361,5435,611,1,140.00,0.0729,10.21,129.79
15362,7374,611,1,140.00,0.1914,26.80,113.20
15363,9078,611,4,140.00,0.0128,1.79,552.84
15364,14301,611,1,140.00,0.1765,24.71,115.29
15365,15495,611,4,140.00,0.0875,12.25,511.00
15366,15935,611,1,140.00,0.0981,13.73,126.27
15367,18903,611,3,140.00,0.0720,10.08,389.76
15368,20009,611,3,140.00,0.0675,9.45,391.65
15369,22888,611,1,140.00,0.0030,0.42,139.58
15370,23970,611,5,140.00,0.0838,11.73,641.35
15371,24856,611,3,140.00,0.2466,34.52,316.44
15372,25882,611,1,140.00,0.0672,9.41,130.59
15373,27091,611,1,140.00,0.1750,24.50,115.50
15374,29585,611,2,140.00,0.1964,27.50,225.00
15375,31290,611,4,140.00,0.0001,0.01,559.96
15376,31315,611,2,140.00,0.0274,3.84,272.32
15377,32425,611,2,140.00,0.0212,2.97,274.06
15378,32705,611,1,140.00,0.1185,16.59,123.41
15379,33736,611,1,140.00,0.0279,3.91,136.09
15380,34053,611,5,140.00,0.2301,32.21,538.95
15381,34626,611,2,140.00,0.0153,2.14,275.72
15382,35805,611,3,140.00,0.0353,4.94,405.18
15383,39838,611,3,140.00,0.0981,13.73,378.81
15384,43905,611,4,140.00,0.0721,10.09,519.64
15385,44787,611,2,140.00,0.0607,8.50,263.00
15386,45189,611,2,140.00,0.0295,4.13,271.74
15387,45676,611,3,140.00,0.0076,1.06,416.82
15388,46391,611,2,140.00,0.0674,9.44,261.12
15389,48122,611,1,140.00,0.0323,4.52,135.48
15390,48877,611,4,140.00,0.0427,5.98,536.08
15391,49568,611,5,140.00,0.0347,4.86,675.70
15392,405,612,3,144.00,0.0967,13.92,390.24
15393,953,612,2,144.00,0.0553,7.96,272.08
15394,2925,612,2,144.00,0.0709,10.21,267.58
15395,7768,612,2,144.00,0.1418,20.42,247.16
15396,11270,612,1,144.00,0.0846,12.18,131.82
15397,11936,612,3,144.00,0.0715,10.30,401.10
15398,13090,612,3,144.00,0.3286,47.32,290.04
15399,14353,612,4,144.00,0.3018,43.46,402.16
15400,14969,612,1,144.00,0.0677,9.75,134.25
15401,16154,612,2,144.00,0.0128,1.84,284.32
15402,18006,612,4,144.00,0.0965,13.90,520.40
15403,30352,612,2,144.00,0.0687,9.89,268.22
15404,32428,612,5,144.00,0.1126,16.21,638.95
15405,32791,612,4,144.00,0.0265,3.82,560.72
15406,39062,612,3,144.00,0.0099,1.43,427.71
15407,47279,612,2,144.00,0.3610,51.98,184.04
15408,47800,612,3,144.00,0.0321,4.62,418.14
15409,49009,612,5,144.00,0.0995,14.33,648.35
15410,734,613,1,284.00,0.1312,37.26,246.74
15411,3496,613,3,284.00,0.0414,11.76,816.72
15412,4042,613,2,284.00,0.2301,65.35,437.30
15413,6461,613,1,284.00,0.1239,35.19,248.81
15414,11851,613,4,284.00,0.0329,9.34,1098.64
15415,14348,613,4,284.00,0.0338,9.60,1097.60
15416,17350,613,4,284.00,0.2162,61.40,890.40
15417,17544,613,2,284.00,0.0853,24.23,519.54
15418,18546,613,3,284.00,0.0874,24.82,777.54
15419,22118,613,4,284.00,0.1601,45.47,954.12
15420,25247,613,3,284.00,0.0729,20.70,789.90
15421,25444,613,2,284.00,0.1284,36.47,495.06
15422,27212,613,2,284.00,0.0693,19.68,528.64
15423,37562,613,1,284.00,0.0262,7.44,276.56
15424,38806,613,5,284.00,0.0618,17.55,1332.25
15425,39098,613,5,284.00,0.0043,1.22,1413.90
15426,39834,613,5,284.00,0.0902,25.62,1291.90
15427,42585,613,4,284.00,0.0291,8.26,1102.96
15428,43417,613,1,284.00,0.1888,53.62,230.38
15429,47796,613,4,284.00,0.1875,53.25,923.00
15430,48708,613,3,284.00,0.0264,7.50,829.50
15431,774,614,4,100.00,0.0136,1.36,394.56
15432,1416,614,2,100.00,0.0713,7.13,185.74
15433,1885,614,5,100.00,0.2074,20.74,396.30
15434,2140,614,1,100.00,0.0773,7.73,92.27
15435,3422,614,1,100.00,0.0636,6.36,93.64
15436,5651,614,4,100.00,0.2264,22.64,309.44
15437,6479,614,2,100.00,0.1498,14.98,170.04
15438,7213,614,1,100.00,0.1723,17.23,82.77
15439,7904,614,1,100.00,0.0508,5.08,94.92
15440,9525,614,5,100.00,0.0709,7.09,464.55
15441,9652,614,1,100.00,0.0239,2.39,97.61
15442,12441,614,1,100.00,0.0920,9.20,90.80
15443,14076,614,4,100.00,0.0957,9.57,361.72
15444,14436,614,1,100.00,0.0235,2.35,97.65
